公司中文名称,年份,"流动资产周转率
[报告期] 2012年报
[单位] 次","应收账款周转率
[报告期] 2012年报
[单位] 次","财务费用
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","产权比率
[报告期] 2012年报","流动比率
[报告期] 2012年报","速动比率
[报告期] 2012年报","现金比率
[报告期] 2012年报","经营活动现金净流量(TTM)
[报告期] 2012年报
[单位] 元","流动负债合计
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2012年报
[单位] %","利润总额(TTM)
[报告期] 2012年报
[单位] 元","非流动负债合计
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2012年报
[单位] 元","长期资本负债率
[报告期] 2012年报
[单位] %","现金流量利息保障倍数
[报告期] 2012年报","负债合计
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2012年报
[单位] %","总资产报酬率ROA
[报告期] 2012年报
[单位] %","主营业务成本
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2012年报
[单位] %","存货周转率
[报告期] 2012年报
[单位] 次","营运资本周转率
[报告期] 2012年报
[单位] 次","非流动资产周转率
[报告期] 2012年报
[单位] 次","总资产周转率
[报告期] 2012年报
[单位] 次","成本费用利润率
[报告期] 2012年报
[单位] %","营业收入(同比增长率)
[报告期] 2012年报
[单位] %","总资产(同比增长率)
[报告期] 2012年报
[单位] %","大股东持股比例
[日期] 2013-03-01
[大股东排名] 第1名
[单位] %","无形资产
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2012年报
[单位] 元"
江铃汽车股份有限公司,2012,2.1322,51.7275,"-204,615,557.00","17,474,707,097.00",0.601,1.7832,1.5297,1.3257,"2,265,956,886.00","4,713,282,845.00",37.5408,"1,895,243,964.00","208,821,134.00","8,189,250,469.00","400,546.00",2.5184,"5,657.17","4,922,103,979.00",10.8456,15.207,"13,107,626,855.00","506,733,659.00",18.7669,11.2268,4.6694,4.0926,1.4018,10.0926,0.1014,10.5021,41.03,"282,502,171.00","13,111,354,448.00","1,539,811,542.00"
华达汽车科技股份有限公司,2012,2.0345,10.5961,"10,155,469.77","1,520,537,009.16",0.9118,1.6132,0.7356,0.3252,"120,318,602.13","520,521,653.51",47.6938,"135,588,841.49",,"570,859,719.86",,,,"520,521,653.51",8.9172,15.1108,"1,239,629,510.44","2,167,659.14",20.5399,3.2198,5.532,7.0025,1.5765,8.4728,21.7145,30.2952,,"28,772,715.71","1,091,381,373.37","117,253,958.10"
宁波拓普集团股份有限公司,2012,2.1465,6.0221,"10,222,942.05","1,874,988,923.75",0.5807,1.4488,0.8454,0.2289,"294,211,497.25","650,724,053.62",36.7374,"282,304,253.07",,"1,120,562,881.40","11,237,416.51",,25.3795,"650,724,053.62",15.0563,17.3142,"1,321,674,399.13","10,518,541.97",22.1864,3.6164,11.373,2.2814,1.1059,15.1353,10.815,9.3737,,"106,014,606.92","1,771,286,935.02","243,487,763.95"
华域汽车系统股份有限公司,2012,2.0037,6.7742,"-137,346,249.83","57,889,223,057.62",0.8131,1.5218,1.3324,0.752,"4,826,529,341.93","19,945,581,701.17",44.8461,"6,222,181,877.89","1,688,157,005.69","26,606,248,345.36","-162,935,472.95",8.0548,82.8073,"21,633,738,706.86",10.7484,13.4017,"48,436,391,716.18","156,231,631.26",16.1061,12.8873,5.6802,3.5468,1.2804,10.3871,10.6894,14.3537,60.1,"933,336,988.10","48,239,987,052.22","5,546,104,014.45"
宁波华翔电子股份有限公司,2012,2.0375,9.5821,"7,159,831.82","5,599,700,057.95",0.6985,1.4364,1.0307,0.5692,"162,673,431.33","2,055,442,322.89",41.1254,"366,510,803.15","96,414,806.10","3,080,576,038.97","13,132,902.49",3.4904,6.6602,"2,151,857,128.99",6.5452,7.9053,"4,536,704,386.08","23,826,937.55",9.4027,6.0594,5.2306,2.7262,1.166,5.9578,51.1249,19.3869,16.97,"189,735,550.36","5,232,433,167.96","312,599,945.84"
万通智控科技股份有限公司,2012,2.2082,6.2657,"1,518,255.96","221,557,161.39",0.7177,1.8539,1.3746,0.505,"7,668,868.79","54,122,861.45",41.7825,"10,515,082.77","4,108,874.90","81,137,115.22",,4.82,,"58,231,736.35",4.746,8.6342,"182,192,539.63","995,061.54",10.2582,7.0245,,,1.5897,3.9009,,,,"7,185,062.50","139,368,851.57","8,323,170.30"
上海联明机械股份有限公司,2012,2.0141,9.9273,"3,108,553.26","357,025,423.01",0.4368,1.807,1.1616,0.6527,"71,617,861.34","99,880,298.47",30.4025,"67,745,362.38","18,683,456.80","271,416,987.93","3,083,465.76",6.4403,20.9162,"118,563,755.27",18.9749,19.2601,"266,014,685.23","1,148,169.20",18.8187,4.2347,4.8107,1.8743,0.9708,17.6939,9.8739,12.8691,,"41,899,321.26","389,980,743.20","51,077,125.99"
比亚迪股份有限公司,2012,2.1637,7.9765,"-390,883,000.00","46,853,774,000.00",1.8458,0.6104,0.406,0.2064,"5,555,331,000.00","35,930,917,000.00",64.8607,"290,725,000.00","8,635,200,000.00","24,144,371,000.00","-411,311,000.00",28.9459,,"44,566,117,000.00",0.6198,-0.1795,"40,153,064,000.00","1,109,207,000.00",0.3839,5.7606,,1.0311,0.6983,0.4788,-4.0411,4.7027,24.24,"6,295,490,000.00","68,710,488,000.00","212,890,000.00"
郑州宇通客车股份有限公司,2012,2.5509,8.2747,"-37,831,413.90","19,763,459,199.02",0.9508,1.5641,1.3676,0.6063,"1,372,155,761.82","6,403,770,788.91",48.7394,"1,765,185,402.59","555,783,398.39","7,319,555,953.76","-20,191,660.71",7.0615,43.4386,"6,959,554,187.30",8.9316,15.7639,"15,817,656,983.84","116,779,946.92",21.1859,13.2926,8.0426,5.9492,1.7854,8.7016,16.723,81.6664,31.52,"601,869,887.13","14,279,110,141.06","1,549,787,221.08"
长城汽车股份有限公司,2012,1.8675,62.9678,"-105,325,665.78","43,159,966,648.39",0.9669,1.3379,1.1984,1.0942,"4,336,970,802.21","19,319,167,273.16",49.1574,"6,841,036,323.94","1,606,859,855.26","21,643,369,408.36","-116,539,053.27",6.9498,414.7861,"20,926,027,128.42",15.8504,17.7652,"31,561,501,368.09","1,594,765,114.98",26.459,11.5361,7.0817,2.9278,1.1402,16.4162,43.4387,28.4732,56.04,"2,214,215,362.85","42,569,396,536.78","5,722,071,332.46"
浙江亚太机电股份有限公司,2012,1.6344,5.2429,"17,047,802.97","2,107,445,991.04",0.9736,1.2795,0.9719,0.5057,"210,522,960.34","1,000,853,502.43",49.3306,"99,409,728.80","110,900,353.61","1,141,926,113.32","17,949,580.26",9.146,9.3453,"1,111,753,856.04",4.7171,5.3758,"1,783,194,309.64","6,203,881.95",7.7227,5.7762,6.5891,2.3582,0.9653,4.3585,13.8469,6.6799,49.85,"145,994,264.70","2,253,679,969.36","87,723,655.60"
浙江正裕工业股份有限公司,2012,2.1265,4.5067,"8,688,204.38","519,405,275.89",0.9543,0.9982,0.8129,0.3052,"68,814,145.10","244,690,929.26",48.8299,"66,167,366.73","5,169,152.67","261,834,975.64",,1.936,,"249,860,081.93",12.7391,14.6289,"375,401,225.33","2,972,752.20",21.305,8.278,,,1.0151,12.4109,,,,"66,378,197.92","511,695,057.57","55,783,829.81"
重庆长安汽车股份有限公司,2012,1.6735,62.4147,"28,937,872.02","29,462,588,753.56",1.9964,0.7759,0.581,0.5383,"511,885,673.38","25,198,338,706.20",66.6268,"1,327,433,853.73","5,528,338,362.90","15,390,927,723.17","22,846,503.44",26.2738,3.5998,"30,726,677,069.10",4.5055,3.2675,"24,040,087,067.12","759,633,210.06",9.3239,5.31,,1.2421,0.713,4.8147,10.9625,26.2385,44.93,"2,133,154,677.81","46,117,604,792.27","1,415,007,655.21"
江苏奥力威传感高科股份有限公司,2012,1.8412,8.4408,"400,425.22","332,561,267.45",0.5505,2.4048,1.6213,0.6622,"29,422,903.28","79,221,781.67",35.5051,"46,527,692.14","6,476,247.38","155,669,864.71",,4.1399,,"85,698,029.05",13.9907,21.1776,"257,274,935.95","1,068,100.78",27.1311,4.5811,3.2806,8.1165,1.5008,13.9932,5.8466,19.5966,,"1,612,655.35","241,367,893.76","40,269,466.34"
海南钧达汽车饰件股份有限公司,2012,2.1488,6.9258,"5,987,672.43","596,077,782.24",0.8348,0.9089,0.59,0.2361,"50,884,623.38","314,616,595.98",45.4983,"82,524,811.11",,"376,873,927.93",,,,"314,616,595.98",13.8446,13.9445,"436,873,122.74","3,117,401.33",17.771,4.5306,,1.668,0.9391,12.0452,-2.9883,19.6331,,"36,243,078.04","691,490,523.91","62,505,562.19"
中国重汽集团济南卡车股份有限公司,2012,1.4715,13.052,"193,373,768.57","19,369,538,133.40",2.2596,1.4349,0.9875,0.7633,"1,095,535,241.12","7,481,879,495.74",69.3209,"173,629,118.78","2,047,294,404.32","4,217,287,716.10","186,817,104.12",35.5037,3.7351,"9,529,173,900.06",0.8964,2.2191,"17,918,868,953.66","70,919,069.57",1.2496,4.414,5.7747,6.2888,1.1925,0.6063,-25.6692,-26.6465,63.78,"425,368,362.38","13,746,461,616.16","116,346,023.64"
上海岱美汽车内饰件股份有限公司,2012,1.6912,5.497,"28,014,921.89","1,400,091,871.01",0.9425,1.502,0.8045,0.2452,"113,955,259.46","566,928,672.66",48.519,"195,722,001.11","98,920,335.00","706,497,019.13",,12.3923,,"665,849,007.66",13.9792,16.8065,"977,584,844.73","2,714,646.60",20.441,2.5997,5.8267,2.7813,1.0517,11.7514,11.7699,6.3699,,"146,621,519.59","1,372,346,026.79","143,461,169.15"
江苏日盈电子股份有限公司,2012,2.2768,5.667,"2,838,314.42","198,484,125.16",1.6287,0.594,0.3973,0.1089,"46,189,402.22","146,752,852.00",61.9587,"33,005,450.97",,"90,102,996.64",,,,"146,752,852.00",16.6288,15.1332,"125,936,913.30","1,585,879.66",30.7487,4.3608,,,0.838,17.0885,,,,"20,695,902.90","236,855,848.64","27,705,491.96"
上海保隆汽车科技股份有限公司,2012,1.7108,6.4069,"11,689,768.12","943,183,854.45",1.0131,1.2848,0.6288,0.2293,"44,198,660.94","429,100,403.81",50.3265,"102,827,320.65","18,112,723.41","441,411,210.76",,4.4977,,"447,213,127.22",10.9022,12.887,"625,438,188.82","3,265,853.69",13.5544,2.2218,,,1.0614,7.8406,,,,"40,673,722.64","888,624,337.98","65,824,908.49"
宁波继峰汽车零部件股份有限公司,2012,1.3624,4.6439,"-2,960,958.56","519,867,952.91",0.1435,5.3173,3.9355,2.1215,"155,573,764.88","71,693,058.44",12.5469,"165,263,179.20",,"499,705,349.77","-1,285,159.29",,,"71,693,058.44",31.7895,30.9986,"296,012,747.66","5,352,309.86",29.2452,3.0868,1.667,3.527,0.9828,40.3342,10.7997,17.4336,,"56,157,860.97","571,398,408.21","145,246,863.08"
上海新朋实业股份有限公司,2012,1.0681,5.4775,"-24,244,567.74","1,591,827,518.02",0.177,4.1126,3.7396,2.4416,"65,731,564.47","349,881,560.80",15.0413,"55,840,739.47","100,380,000.00","2,543,234,526.59","-23,726,230.69",4.572,,"450,261,560.80",3.508,1.1279,"1,366,870,272.62","2,316,350.17",1.5678,11.5343,1.3337,1.1732,0.5591,2.8705,12.9836,10.8329,36,"206,539,348.41","2,993,496,087.39","44,014,506.65"
广东鸿图科技股份有限公司,2012,1.6728,3.4084,"13,128,650.54","1,345,010,863.27",0.784,1.1205,0.7993,0.191,"128,978,342.79","709,449,587.38",43.9454,"89,024,540.57","63,250,000.00","985,617,053.12","16,125,981.16",6.0303,7.568,"772,699,587.38",6.6189,6.3694,"1,052,867,564.59","6,053,805.93",7.8856,5.2663,9.1367,1.5883,0.8147,6.1664,4.3969,13.9228,19.54,"69,459,763.63","1,758,316,640.50","77,721,981.70"
万向钱潮股份有限公司,2012,1.51,6.0989,"170,057,075.94","8,339,805,268.73",1.1534,1.7764,1.2805,0.6903,"614,761,425.53","2,885,534,673.69",53.5614,"435,012,225.77","1,701,102,908.61","3,976,691,950.99","167,340,477.63",31.7793,2.7172,"4,586,637,582.30",5.2161,6.9364,"6,935,181,469.95","33,878,876.56",9.0885,4.6808,4.7923,2.6383,0.9604,4.7874,0.2621,-8.0017,51.53,"192,827,733.21","8,563,329,533.29","381,741,054.28"
绵阳富临精工机械股份有限公司,2012,1.6015,4.2584,"4,352,301.54","368,323,968.09",1.2653,1.1898,0.912,0.4516,"58,459,641.21","216,068,890.74",55.8551,"67,259,045.01","11,061,384.34","179,511,679.95","3,861,031.56",5.8043,12.5803,"227,130,275.08",18.2608,20.4629,"240,211,393.44","2,180,234.25",31.8322,4.092,9.1007,3.1329,1.0598,19.3184,30.6174,40.9643,,"24,996,897.29","406,641,955.03","57,142,484.68"
广东鸿特科技股份有限公司,2012,1.6323,4.5538,"17,661,711.91","757,583,422.61",0.8666,1.2061,0.9041,0.1658,"94,973,362.78","414,572,498.17",46.4279,"48,961,050.93","56,064,111.84","543,056,800.53","15,361,748.33",9.3577,5.822,"470,636,610.01",6.4628,6.9956,"581,048,358.75","3,966,069.92",7.86,5.1681,6.1251,1.6637,0.8239,6.0426,42.5723,22.8322,29.23,"43,259,267.17","1,013,693,410.54","42,695,237.92"
惠州市德赛西威汽车电子股份有限公司,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海马汽车集团股份有限公司,2012,1.2318,119.3347,"-10,173,100.63","8,461,302,382.00",0.4303,1.6939,1.4764,1.4259,"-119,704,042.58","3,683,000,464.59",30.0822,"395,204,192.89","134,458,120.82","8,872,647,885.90","-15,875,791.79",1.973,-32.666,"3,817,458,585.41",4.6707,2.9417,"7,128,876,430.61","348,569,098.03",2.4621,9.0885,3.086,1.4041,0.6562,5.2804,-24.549,-3.1275,28.8,"1,074,966,857.89","12,690,106,471.31","410,210,460.33"
宁波高发汽车控制系统股份有限公司,2012,1.5798,4.7973,"2,763,263.83","317,972,366.14",0.5362,2.0869,1.6741,0.9577,"58,104,168.36","104,905,425.91",34.9059,"64,687,433.18","10,723,333.25","215,629,283.98","2,389,393.88",4.7374,22.8346,"115,628,759.16",20.3437,22.4207,"213,833,640.30","2,337,862.54",25.631,5.2763,3.0969,3.2481,1.0628,21.8589,15.9332,24.0252,,"22,673,855.57","331,258,043.14","55,267,969.72"
重庆秦安机电股份有限公司,2012,1.4192,5.7411,"26,510,652.05","757,359,730.38",1.0331,0.8597,0.6183,0.3673,"216,350,964.46","620,750,147.45",50.8139,"115,664,323.57",,"600,864,836.58",,,,"620,750,147.45",15.272,11.6383,"528,496,721.29","1,007,641.27",15.974,3.5268,,,0.62,14.9444,,,91.1528,"36,145,484.69","1,221,614,984.03","95,982,145.38"
浙江今飞凯达轮毂股份有限公司,2012,1.8377,7.0632,"90,578,944.75","1,711,805,623.91",5.2372,0.5448,0.3551,0.1768,"427,216,253.02","1,709,966,971.70",83.9673,"65,965,237.99","140,638,938.46","353,354,934.38",,29.3784,,"1,850,605,910.16",3.8535,7.1029,"1,413,803,438.76","6,171,338.34",16.0488,4.3604,,,0.7767,3.2908,,,,"113,878,024.47","2,203,960,844.54","54,186,699.38"
上海北特科技股份有限公司,2012,1.715,5.0706,"13,631,815.56","419,417,368.76",1.393,0.9355,0.5871,0.1787,"55,887,733.20","296,178,265.64",58.211,"60,225,815.33","5,837,832.33","216,813,859.08","13,565,106.38",2.7215,4.0776,"302,016,097.97",14.3594,16.4155,"306,620,189.78","1,149,969.66",22.7917,3.4864,,2.0463,0.933,13.3862,14.969,36.4595,70.4327,"50,142,015.72","518,829,957.05","49,006,683.00"
厦门金龙汽车集团股份有限公司,2012,1.6403,4.2836,"-74,373,936.82","19,165,350,185.82",2.9174,1.148,0.9574,0.4395,"931,537,009.33","10,651,361,010.29",74.4726,"525,389,023.95","263,525,259.06","3,741,364,677.38","-85,466,456.26",11.1438,81.3002,"10,914,886,269.35",2.7413,3.1494,"16,795,845,419.83","116,938,060.19",10.0378,8.0936,11.6784,8.3891,1.372,2.4517,1.2705,10.356,13.52,"293,792,274.10","14,656,250,946.73","455,231,025.01"
重庆小康工业集团股份有限公司,2012,1.5651,41.1977,"36,472,800.00","7,901,865,000.00",3.4156,0.7635,0.6451,0.5894,"498,081,700.00","6,460,495,800.00",77.3529,"456,325,800.00","785,416,800.00","2,121,434,500.00","27,663,402.70",32.4847,4.7807,"7,245,912,600.00",5.7749,5.3326,"6,258,445,000.00","105,241,600.00",22.3405,8.4239,,1.962,0.8706,5.0122,-18.7892,6.6301,,"759,092,700.00","9,367,347,100.00","372,489,000.00"
华菱星马汽车(集团)股份有限公司,2012,1.187,10.4707,"45,245,662.54","4,475,499,426.58",1.5426,1.0294,0.6369,0.3368,"765,755,332.64","3,630,887,762.76",60.6699,"202,354,477.96","565,166,666.67","2,720,147,724.78","43,053,268.97",17.406,13.7685,"4,196,054,429.43",4.5214,3.8199,"3,886,304,914.65","11,597,596.42",6.2593,2.4705,7.8024,1.6863,0.6966,3.871,-34.6995,16.5768,14.2,"378,393,864.90","6,916,202,154.21","168,551,852.32"
江南模塑科技股份有限公司,2012,1.355,5.8236,"111,950,458.26","2,464,387,797.84",1.9494,0.6997,0.4768,0.2399,"310,918,094.02","2,663,312,401.76",66.0946,"207,712,536.40","1,195,184.99","1,366,848,044.21","106,798,569.26",0.0999,2.4061,"2,664,507,586.75",8.4286,7.9103,"1,814,300,791.33","18,308,176.03",15.29,3.232,,1.1424,0.6198,8.1581,25.4618,2.8241,36.22,"60,809,852.34","4,031,355,630.96","183,633,072.43"
东风汽车股份有限公司,2012,1.4602,23.1498,"-28,662,820.79","17,699,645,354.22",1.4756,1.1916,0.9351,0.8055,"-363,094,845.27","9,604,424,612.75",59.6065,"186,143,674.29","1,483,875,895.87","7,514,194,255.36","-21,939,294.76",19.8856,-12.7731,"11,088,300,508.62",1.0517,0.864,"15,704,614,254.61","285,820,570.42",0.3636,6.2484,11.4581,2.571,0.9313,0.7793,-17.265,-4.1541,60.1,"800,906,807.33","18,602,494,763.98","138,726,788.65"
苏州金鸿顺汽车部件股份有限公司,2012,1.322,3.4552,"18,124,739.26","908,454,778.05",1.0934,1.3393,0.8131,0.2041,"55,478,370.45","513,087,880.34",52.2311,"113,193,374.56","5,662,496.22","474,433,311.87",,1.1795,,"518,750,376.56",12.46,13.2219,"686,055,607.97","4,098,634.19",20.5033,2.5413,,,0.9147,12.2656,,,,"53,017,136.13","993,183,688.43","97,274,685.76"
中通客车控股股份有限公司,2012,1.5239,4.1124,"8,774,779.76","2,868,380,720.67",2.9307,1.0879,0.8998,0.48,"139,055,456.14","1,829,308,333.04",74.5591,"67,999,907.15","191,473,185.64","689,527,769.75","2,586,714.26",21.7888,8.1231,"2,020,781,518.68",2.3707,2.8355,"2,443,035,691.56","19,728,985.72",8.413,6.5418,13.8347,4.7245,1.1522,2.0661,10.1736,19.4734,21.72,"263,338,680.78","2,710,309,288.43","57,359,941.74"
