公司中文名称,年份,"流动资产周转率
[报告期] 2013年报
[单位] 次","应收账款周转率
[报告期] 2013年报
[单位] 次","财务费用
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","产权比率
[报告期] 2013年报","流动比率
[报告期] 2013年报","速动比率
[报告期] 2013年报","现金比率
[报告期] 2013年报","经营活动现金净流量(TTM)
[报告期] 2013年报
[单位] 元","流动负债合计
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2013年报
[单位] %","利润总额(TTM)
[报告期] 2013年报
[单位] 元","非流动负债合计
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2013年报
[单位] 元","长期资本负债率
[报告期] 2013年报
[单位] %","现金流量利息保障倍数
[报告期] 2013年报","负债合计
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2013年报
[单位] %","总资产报酬率ROA
[报告期] 2013年报
[单位] %","主营业务成本
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2013年报
[单位] %","存货周转率
[报告期] 2013年报
[单位] 次","营运资本周转率
[报告期] 2013年报
[单位] 次","非流动资产周转率
[报告期] 2013年报
[单位] 次","总资产周转率
[报告期] 2013年报
[单位] 次","成本费用利润率
[报告期] 2013年报
[单位] %","营业收入(同比增长率)
[报告期] 2013年报
[单位] %","总资产(同比增长率)
[报告期] 2013年报
[单位] %","大股东持股比例
[日期] 2013-12-31
[大股东排名] 第1名
[单位] %","无形资产
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2013年报
[单位] 元"
广州汽车集团股份有限公司,2013,0.8047,18.3865,"160,813,393.00","18,824,198,521.00",0.6966,1.4662,1.3536,1.0675,"978,390,727.00","18,082,897,027.00",41.0575,"2,645,721,988.00","5,644,186,421.00","34,062,813,473.00","134,809,352.00",14.5087,1.6009,"23,727,083,448.00",14.0549,5.1889,"16,113,010,615.00","669,111,689.00",8.0249,9.385,1.8978,0.6235,0.3513,13.3445,45.2052,17.0269,57.58,"2,944,543,298.00","57,789,896,921.00","2,544,938,395.00"
长城汽车股份有限公司,2013,1.9969,84.2621,"-83,849,943.15","56,784,314,344.30",0.8782,1.3584,1.2374,1.0746,"9,039,043,397.56","22,839,474,722.18",46.7577,"9,919,721,781.39","1,757,337,365.71","28,007,996,843.40","-95,922,671.63",5.9064,"2,225.49","24,596,812,087.89",17.4691,20.6438,"40,537,994,662.12","2,057,031,661.39",29.3745,14.8518,7.7178,2.9652,1.1933,18.2543,31.5671,23.5742,56.04,"2,442,835,520.11","52,604,808,931.29","8,232,131,707.61"
哈尔滨东安汽车动力股份有限公司,2013,0.6117,1.7286,"3,449,760.00","855,470,301.79",0.7122,1.1486,1.0672,0.6493,"-157,345,551.24","908,250,367.01",41.5947,"-557,096,254.42","296,363,239.57","1,691,458,476.36","2,713,037.13",14.9089,-19.8962,"1,204,613,606.58",-65.1216,-17.0183,"856,784,855.30",,-32.9359,8.1857,1.6931,0.4602,0.2626,-50.8709,-31.1878,-19.9777,54.51,,"2,896,072,082.94","-557,096,254.42"
浙江万丰奥威汽轮股份有限公司,2013,2.3382,5.8667,"63,469,040.46","4,552,340,496.97",1.0347,1.4134,1.1863,0.5137,"547,923,400.70","1,503,804,797.53",50.8525,"443,489,755.79","638,420,999.19","2,070,401,740.11","24,788,854.87",27.6898,17.4577,"2,142,225,796.72",9.742,12.9315,"3,651,901,189.51","20,112,934.40",17.8308,10.9905,5.5215,2.7189,1.2571,9.3052,11.2837,39.0376,58.35,"506,346,335.63","4,212,627,536.83","386,549,978.63"
浙江万安科技股份有限公司,2013,1.2088,6.3213,"25,127,193.43","1,283,188,645.34",1.6129,1.0316,0.7948,0.5476,"28,695,110.63","1,093,903,227.52",61.7278,"41,768,655.42","32,399,855.09","698,325,565.27","19,255,060.41",4.6073,1.2196,"1,126,303,082.61",3.2551,3.5482,"979,284,763.13","4,903,822.36",5.3143,4.0006,17.4265,1.9492,0.7461,2.8369,25.7184,12.9761,52.5,"143,496,053.59","1,824,628,647.88","34,713,564.26"
一汽轿车股份有限公司,2013,2.9287,352.6281,"89,169,311.60","29,675,131,409.36",1.4497,0.9571,0.737,0.6866,"1,393,764,477.67","11,933,696,979.95",59.1795,"1,143,196,325.78","537,460,058.29","8,602,292,963.27","72,102,417.62",5.9173,14.1438,"12,471,157,038.24",3.8524,6.5007,"22,719,193,918.44","1,432,806,156.10",11.5844,8.9379,"1,016.63",3.4658,1.5873,3.6903,26.8987,29.043,53.03,"1,090,379,374.96","21,073,450,001.51","1,007,754,191.46"
上海北特科技股份有限公司,2013,1.6472,5.3,"15,857,776.13","531,112,948.26",1.5815,0.9374,0.6611,0.2293,"41,153,677.59","392,365,183.90",61.2626,"46,674,079.93","16,066,136.29","258,257,732.87","15,640,220.47",6.0486,2.5703,"408,431,320.19",8.788,10.5126,"410,828,094.38","1,502,051.18",16.3835,3.8832,,1.9647,0.896,8.5963,26.6311,28.4986,70.4327,"49,174,883.27","666,689,053.06","41,443,873.79"
上海联明机械股份有限公司,2013,2.1195,8.0053,"2,082,478.82","404,991,908.24",0.4401,1.5108,0.9888,0.419,"50,538,285.90","133,493,535.77",30.5583,"80,680,252.20","12,479,353.12","331,714,389.68","2,058,647.87",3.6257,20.8227,"145,972,888.89",19.9214,19.0716,"295,598,519.13","1,865,601.22",18.1775,4.4071,5.4438,1.6683,0.9335,18.6515,13.435,22.49,,"73,226,486.48","477,687,278.57","60,297,401.75"
绵阳富临精工机械股份有限公司,2013,1.6872,4.614,"4,599,690.91","536,057,540.34",1.1735,1.2613,0.9855,0.5055,"83,798,741.09","299,979,692.39",53.9904,"110,417,024.20","20,350,791.69","272,979,704.22","4,036,651.97",6.9378,17.2133,"320,330,484.08",20.598,22.8918,"344,199,768.95","2,518,889.56",34.2399,4.8225,8.9806,2.9412,1.0722,22.1564,45.5397,45.9048,,"24,625,409.53","593,310,188.30","93,468,024.27"
浙江世宝股份有限公司,2013,1.0187,2.3902,"11,464,634.83","674,596,299.70",0.6947,1.3675,1.0062,0.3489,"58,105,664.61","500,695,712.34",40.9939,"50,756,187.00","38,027,409.95","775,432,518.18","11,244,372.60",4.8655,4.8845,"538,723,122.29",7.5239,4.9672,"496,308,510.32","3,532,722.11",6.5663,3.1276,3.2094,1.1512,0.5405,7.15,23.0152,11.1583,59.57,"111,106,921.94","1,314,155,640.47","45,529,097.19"
江苏云意电气股份有限公司,2013,0.5204,3.9103,"-15,049,764.75","434,071,565.61",0.1646,6.5032,5.7427,3.8817,"35,390,357.35","133,119,405.52",14.1352,"110,893,786.89","25,428,000.00","963,099,082.22","-16,230,252.88",2.7527,890.3235,"158,547,405.52",25.5474,9.065,"286,465,064.37","2,233,910.28",10.4557,3.2438,0.6037,2.0661,0.4157,29.4851,10.7017,16.0044,52.13,"10,328,955.17","1,121,646,487.74","95,429,774.61"
万向钱潮股份有限公司,2013,1.7071,6.0133,"156,007,825.15","9,262,158,088.81",1.5354,1.3606,0.9747,0.5193,"1,339,041,183.72","4,207,773,897.06",60.5592,"697,963,197.13","1,692,316,190.60","3,842,599,554.03","143,825,061.59",32.89,6.7644,"5,900,090,087.66",7.5356,9.1968,"7,430,242,730.64","39,481,457.64",15.3667,4.865,4.9296,2.4848,1.0119,6.9842,4.8978,3.2818,51.53,"206,718,950.98","9,742,689,641.69","603,613,855.88"
扬州亚星客车股份有限公司,2013,0.9692,1.8059,"18,283,337.55","1,208,216,304.58",5.8511,0.955,0.8218,0.2672,"-35,247,310.03","1,471,580,412.89",85.4038,"5,628,967.32","84,070,000.00","265,872,817.52","14,037,720.45",30.6283,-1.7491,"1,555,650,412.89",0.4659,1.3095,"1,075,974,600.74","2,488,133.29",2.7539,6.7475,98.136,4.7343,0.8045,0.4568,21.3171,54.0926,51,"50,532,491.68","1,821,523,230.41","5,628,967.32"
江苏太平洋精锻科技股份有限公司,2013,1.1464,4.9137,"6,901,937.61","531,741,558.86",0.242,1.9164,1.4067,0.6134,"101,907,645.43","219,394,181.46",19.4828,"143,351,944.76","41,664,109.07","1,078,887,036.08","5,678,273.63",3.7182,13.6693,"261,058,290.53",26.959,11.789,"316,842,249.97","4,105,924.23",11.309,3.0995,1.8916,0.6644,0.4206,31.0965,21.165,12.757,50.63,"44,064,875.22","1,339,945,326.61","122,011,049.29"
上海加冷松芝汽车空调股份有限公司,2013,0.7861,3.0497,"-13,101,592.08","1,968,161,412.72",0.4652,2.736,2.3862,1.2135,"131,725,641.97","967,499,732.39",31.7489,"294,511,911.01","92,801,374.69","2,279,346,628.74","-13,716,494.30",4.1667,51.2668,"1,060,301,107.08",14.9638,9.2447,"1,348,397,034.47","9,549,840.80",11.2218,4.3546,1.1648,3.6888,0.648,15.169,29.9524,22.1032,54.17,"160,994,269.28","3,339,647,735.82","255,097,359.01"
宁波双林汽车部件股份有限公司,2013,1.1661,3.9543,"14,504,897.06","1,205,672,152.87",0.8375,1.325,0.9937,0.5264,"112,256,418.18","819,709,012.74",45.5769,"124,491,132.54","20,404,165.70","1,003,175,138.70","12,129,953.07",2.0263,7.0962,"840,113,178.44",10.3255,8.1873,"882,284,577.17","5,970,590.57",10.4038,3.7284,3.2811,1.8995,0.7225,9.6204,12.2453,23.3707,58.75,"220,148,569.33","1,843,288,317.14","102,577,238.19"
浙江中马传动股份有限公司,2013,1.4295,4.0376,"15,583,219.36","949,788,905.70",0.831,1.2447,0.8666,0.3537,"208,000,427.14","512,370,568.73",45.3855,"148,866,150.95","7,152,380.64","625,167,207.82",,1.1311,,"519,522,949.37",15.6736,13.9203,"678,862,509.02","6,375,631.98",19.504,3.8654,13.0468,1.8373,0.804,15.2758,4.126,-6.0213,49.07,"46,579,961.57","1,144,690,157.19","121,932,883.00"
云南西仪工业股份有限公司,2013,0.8757,3.5628,"6,939,657.46","367,433,113.36",0.4682,1.8796,1.0286,0.5537,"11,988,615.40","234,766,927.69",31.8876,"6,080,385.01","7,150,000.00","516,737,989.11","6,755,428.08",1.3897,1.6823,"241,916,927.69",1.6548,1.7173,"335,529,460.61","1,534,603.61",1.155,1.6845,1.8974,1.1207,0.4916,1.5763,7.9959,3.0455,49.04,"2,036,749.48","758,654,916.80","6,186,255.30"
天津一汽夏利汽车股份有限公司,2013,2.6276,132.9607,"97,186,944.58","5,623,745,919.82",1.5517,0.4753,0.331,0.2579,"-1,667,319,649.47","4,339,740,337.33",60.8099,"-468,173,518.16","640,765,967.23","3,209,777,261.94","92,507,517.73",16.7878,-16.3074,"4,980,506,304.56",-8.3249,-4.3723,"5,681,644,068.02","118,570,397.84",-15.1103,8.3209,,0.8717,0.6545,-6.8136,-25.0362,-8.9314,47.73,"314,699,966.39","8,190,283,566.50","-476,918,496.05"
贵州贵航汽车零部件股份有限公司,2013,1.3871,4.432,"16,133,849.78","2,720,257,767.13",0.7157,1.9277,1.4574,0.6701,"9,150,643.91","1,118,957,069.60",41.7151,"161,368,005.49","225,899,794.36","1,879,050,047.19","13,770,832.55",11.444,0.5055,"1,344,856,863.96",5.9321,5.7924,"2,220,329,919.88","14,165,254.22",7.5094,4.0914,2.6654,2.5601,0.8997,5.484,4.1233,14.1879,46.28,"146,490,279.01","3,223,906,911.15","143,624,426.52"
厦门日上集团股份有限公司,2013,0.7951,5.1403,"45,546,890.97","1,229,585,129.27",1.1563,1.5658,0.6712,0.2562,"-118,405,857.55","1,008,013,675.89",53.6239,"48,180,139.63","368,445,560.98","1,190,417,799.20","33,470,330.47",23.6355,-3.025,"1,376,459,236.87",3.9184,3.4089,"1,026,852,158.38","5,994,903.83",2.9832,1.2294,2.2465,1.4486,0.5133,3.0089,12.6619,15.4371,46.19,"127,891,380.34","2,566,877,036.07","35,512,297.68"
山东隆基机械股份有限公司,2013,1.0562,4.4737,"43,741,411.24","1,132,157,973.45",0.6856,1.3517,0.7071,0.3006,"130,482,341.11","914,434,229.93",40.6724,"63,576,164.36","39,132.90","1,333,915,135.16","34,645,493.06",0.0031,3.5079,"914,473,362.83",5.6155,4.7048,"924,204,975.51","4,077,071.75",4.1326,1.7342,6.8903,1.1146,0.5423,4.8339,11.9265,16.7487,45.18,"61,265,815.01","2,248,388,497.99","52,309,525.81"
常州星宇车灯股份有限公司,2013,0.8682,6.4182,"-7,796,156.95","1,632,303,141.42",0.5007,2.1209,1.7197,0.7476,"222,123,385.85","923,960,858.44",33.3631,"252,634,402.69","25,064,997.21","1,895,511,896.68","-8,436,694.94",1.3097,24.9116,"949,025,855.65",15.4772,9.4413,"1,230,747,349.40","8,072,488.73",11.5327,3.4368,1.3719,2.3104,0.6311,15.3831,23.8318,22.1644,43.33,"138,293,765.26","2,844,537,752.33","217,179,457.55"
河南省西峡汽车水泵股份有限公司,2013,1.254,5.0507,"30,180,280.92","1,244,005,187.70",0.8653,1.1599,0.6954,0.2373,"64,090,666.39","912,018,371.42",46.3906,"28,568,167.54","109,005,900.74","1,179,906,975.33","26,841,991.28",8.5545,2.1853,"1,021,024,272.16",2.2965,2.6583,"973,445,832.10","4,295,646.69",2.1716,2.4823,7.5978,1.1388,0.5968,2.0946,43.0995,11.8398,43.18,"174,005,716.60","2,200,931,247.49","25,582,816.47"
奥特佳新能源科技股份有限公司,2013,1.3432,5.7091,"2,773,155.47","473,414,788.71",0.2426,2.1265,1.7758,1.1062,"-19,022,804.03","158,181,441.09",19.5251,"65,906,874.41",0,"651,963,835.00","-3,735,053.96",0,-39.4417,"158,181,441.09",13.9216,8.6145,"413,958,097.43","2,642,444.79",8.9257,7.9409,1.9561,1.2821,0.656,11.36,15.992,27.9297,38.56,"155,393,305.88","810,145,276.09","53,353,657.86"
江铃汽车股份有限公司,2013,2.2353,50.1331,"-197,251,491.00","20,889,705,715.00",0.7962,1.4632,1.2148,1.0572,"3,146,615,286.00","7,029,531,760.00",44.3279,"1,927,087,454.00","277,361,400.00","9,176,854,541.00","-155,343,351.00",2.9337,671.3587,"7,306,893,160.00",9.2251,11.9732,"15,523,060,683.00","614,397,236.00",18.5056,10.5573,6.0135,3.8313,1.4117,9.2994,19.5425,25.7212,41.03,"623,838,364.00","16,483,747,701.00","1,717,491,887.00"
长鹰信质科技股份有限公司,2013,1.1627,4.8549,"6,530,942.47","1,325,337,634.18",0.3589,2.7497,2.0703,1.1149,"38,513,768.09","423,876,735.10",26.4089,"159,931,894.92",,"1,181,178,749.37","-2,860,309.36",,9.3974,"423,876,735.10",12.0673,10.1243,"1,034,048,918.86","7,305,504.76",12.3585,3.64,1.8655,3.2207,0.8543,11.6734,34.5083,7.1596,40.7,"72,283,902.11","1,605,055,484.47","135,569,018.10"
四川西部资源控股股份有限公司,2013,0.4376,26.0497,"14,017,475.44","423,046,852.98",0.6639,3.4838,3.2813,3.0007,"77,085,284.25","292,416,376.84",39.901,"-33,995,613.38","652,630,893.87","1,423,434,712.44","12,749,398.45",33.636,2.7202,"945,047,270.71",-8.0359,-0.9567,"177,513,497.79","14,135,873.54",-4.3777,3.0867,0.6004,0.3374,0.1905,-14.4971,-28.0176,14.2556,46.67,"979,303,777.02","2,368,481,983.15","-59,639,075.58"
重庆长安汽车股份有限公司,2013,1.8715,94.0415,"71,968,462.37","38,481,862,261.90",1.8629,0.7504,0.5859,0.5411,"1,832,646,224.37","28,745,593,391.98",65.0706,"3,315,561,534.94","5,979,148,298.24","18,639,952,585.69","61,119,809.37",24.1509,8.8953,"34,724,741,690.22",8.6159,6.7885,"31,747,798,788.90","1,260,779,551.85",18.6685,6.5869,,1.3188,0.7736,9.0643,30.6126,15.7144,41.04,"2,058,742,291.62","53,364,694,275.91","3,468,492,349.66"
浙江亚太机电股份有限公司,2013,1.9444,5.5334,"17,713,320.38","2,718,596,726.29",1.0881,1.1908,0.8654,0.4068,"252,451,687.41","1,272,872,694.57",52.1094,"164,272,749.91","88,710,347.01","1,251,347,101.58","17,571,528.17",6.8316,11.657,"1,361,583,041.58",6.0426,7.4731,"2,262,256,220.46","8,288,733.62",11.3277,6.2654,10.4032,2.6264,1.1172,5.5573,28.9996,15.9406,49.85,"148,003,496.87","2,612,930,143.16","141,387,903.78"
天润曲轴股份有限公司,2013,0.9015,4.6007,"15,775,564.82","1,569,858,791.97",0.4896,1.1407,0.7183,0.3796,"191,836,954.35","1,499,775,755.75",32.8675,"115,400,502.86","30,127,692.34","3,124,860,702.84","13,599,613.01",0.9722,9.8827,"1,529,903,448.09",7.351,2.8378,"1,231,255,170.25","281,093.07",3.2935,1.9772,5.1532,0.5598,0.3453,6.9202,46.8848,4.9155,38.61,"171,858,889.02","4,654,764,150.93","100,546,391.23"
郑州宇通客车股份有限公司,2013,2.0298,6.0606,"7,871,611.86","22,093,826,571.04",0.8496,1.6765,1.4767,0.7209,"1,936,967,616.95","7,010,325,679.10",45.9355,"2,087,290,362.58","430,102,835.89","8,757,144,969.11","-13,297,631.59",4.6867,30.5199,"7,440,428,514.99",9.4474,13.6104,"17,794,266,439.00","123,587,552.80",20.8364,13.3842,5.2885,5.0748,1.4499,9.0577,11.7913,13.4355,31.42,"592,362,905.75","16,197,573,484.10","1,821,907,900.59"
长春一东离合器股份有限公司,2013,1.0144,3.6519,"5,894,491.36","667,488,923.79",1.2505,1.4199,1.1693,0.6824,"49,178,315.82","478,934,721.71",55.5655,"52,639,076.58","7,288,426.29","388,821,717.84","5,761,635.86",2.1055,7.9376,"486,223,148.00",7.8861,6.8502,"471,737,446.92","5,973,945.08",8.6943,3.6946,3.7159,3.4312,0.7829,7.3832,10.7479,5.4215,37.01,"11,993,418.30","875,044,865.84","44,679,089.42"
