公司中文名称,年份,"流动资产周转率
[报告期] 2017年报
[单位] 次","应收账款周转率
[报告期] 2017年报
[单位] 次","财务费用
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","产权比率
[报告期] 2017年报","流动比率
[报告期] 2017年报","速动比率
[报告期] 2017年报","现金比率
[报告期] 2017年报","经营活动现金净流量(TTM)
[报告期] 2017年报
[单位] 元","流动负债合计
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2017年报
[单位] %","利润总额(TTM)
[报告期] 2017年报
[单位] 元","非流动负债合计
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2017年报
[单位] 元","长期资本负债率
[报告期] 2017年报
[单位] %","现金流量利息保障倍数
[报告期] 2017年报","负债合计
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2017年报
[单位] %","总资产报酬率ROA
[报告期] 2017年报
[单位] %","主营业务成本
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2017年报
[单位] %","存货周转率
[报告期] 2017年报
[单位] 次","营运资本周转率
[报告期] 2017年报
[单位] 次","非流动资产周转率
[报告期] 2017年报
[单位] 次","总资产周转率
[报告期] 2017年报
[单位] 次","成本费用利润率
[报告期] 2017年报
[单位] %","营业收入(同比增长率)
[报告期] 2017年报
[单位] %","总资产(同比增长率)
[报告期] 2017年报
[单位] %","大股东持股比例
[日期] 2018-03-01
[大股东排名] 第1名
[单位] %","无形资产
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2017年报
[单位] 元"
安徽安凯汽车股份有限公司,2017,0.7994,2.5839,"72,485,829.76","5,448,916,378.34",5.9965,1.0283,1.0085,0.2231,"249,401,357.61","6,171,778,224.84",85.7071,"-295,314,186.79","666,629,001.43","1,140,404,391.33","59,514,707.01",37.9155,3.3615,"6,838,407,226.27",-5.4197,-2.7648,"4,897,438,523.86","30,587,320.79",-21.0846,26.5212,18.0302,3.1821,0.6389,-4.9868,14.5374,-12.1123,21.13,"243,839,662.19","7,978,811,617.60","-276,582,078.21"
天津一汽夏利汽车股份有限公司,2017,0.7197,121.0237,"53,711,508.05","1,451,371,698.09",54.4885,0.4311,0.3958,0.2819,"-1,684,065,377.34","4,497,875,847.14",98.1978,"-1,601,260,114.00","314,112,468.30","88,312,070.25","50,353,854.30",84.4166,-25.3902,"4,811,988,315.44",-110.3274,-32.2783,"2,150,648,289.34","51,607,680.13","-2,829.22",7.4087,,0.5206,0.3021,-53.8158,-28.3438,4.0561,47.73,"178,481,649.41","4,900,300,385.69","-1,639,861,130.84"
中国重汽集团济南卡车股份有限公司,2017,1.7336,10.699,"255,897,654.28","37,310,404,647.78",3.2276,1.2156,0.8182,0.644,"887,062,931.97","20,438,065,673.78",76.3459,"1,561,659,605.24","197,869,264.19","6,393,605,610.73","255,297,096.74",3.3924,3.2587,"20,635,934,937.97",4.1856,7.6752,"33,571,483,485.98","94,504,517.83",15.9292,5.5015,9.449,17.3423,1.5761,3.2972,76.6675,33.0408,63.78,"368,865,704.32","27,029,540,548.70","1,171,538,865.92"
中通客车控股股份有限公司,2017,0.9213,1.4794,"125,415,821.98","7,851,579,165.02",3.4621,1.3028,1.2533,0.3117,"-946,815,046.91","8,191,560,632.94",77.5891,"228,415,947.97","1,449,815,996.44","2,784,816,823.32","90,895,824.23",34.2371,-8.8033,"9,641,376,629.38",2.9092,3.114,"6,713,114,160.07","34,375,961.67",6.8662,20.193,3.897,4.5334,0.7657,2.5315,-15.184,53.751,21.07,"369,745,513.56","12,426,193,452.70","191,164,200.74"
众泰汽车股份有限公司,2017,1.9546,7.4489,"108,629,074.66","20,804,317,034.39",0.9735,1.2112,1.2533,0.6188,"9,025,435.49","14,990,471,090.42",49.3284,"1,372,680,851.75","1,372,648,679.34","16,808,688,502.04","90,891,730.47",7.5537,0.0671,"16,363,119,769.76",6.5981,7.8507,"16,899,690,112.02","744,869,431.50",6.7639,8.3352,9.4552,2.601,1.116,6.0987,"1,128.48",706.4837,38.86,"4,392,333,162.41","33,171,808,271.80","1,136,677,396.15"
宁波华翔电子股份有限公司,2017,1.861,5.587,"92,108,504.51","14,806,613,721.37",0.821,1.4172,1.1093,0.61,"1,403,538,417.01","6,410,300,011.84",45.0862,"1,432,825,817.09","895,710,244.57","8,898,514,835.70","61,007,556.37",10.2794,13.0139,"7,306,010,256.41",9.6769,10.0512,"11,680,977,654.51","82,221,064.24",10.2105,6.1272,8.8807,2.144,0.9963,8.711,18.3964,19.8576,14.36,"380,913,287.04","16,204,525,092.11","1,165,208,279.06"
浙江万丰奥威汽轮股份有限公司,2017,2.1151,5.5752,"88,671,731.41","10,177,226,827.99",0.5381,1.8808,1.4784,0.5572,"969,552,924.11","2,720,302,560.36",34.9837,"1,196,194,143.17","795,260,601.90","6,533,574,422.28","45,236,690.42",11.6874,18.2759,"3,515,563,162.26",11.7536,12.8395,"8,124,226,774.37","55,142,027.34",14.9865,7.5963,4.8374,2.0953,1.0526,10.973,7.2899,8.1886,45.86,"783,114,029.86","10,049,137,584.54","999,820,745.46"
广东鸿图科技股份有限公司,2017,1.8807,4.2427,"82,580,972.49","5,002,622,983.12",0.72,1.2131,0.9557,0.3343,"667,134,290.33","2,984,764,560.94",41.861,"384,877,111.24","320,342,998.57","4,590,318,636.12","55,387,885.38",6.873,9.3742,"3,305,107,559.51",7.6935,7.5371,"3,767,106,140.89","33,748,559.85",6.7121,6.3808,9.4672,1.5725,0.8564,7.5106,86.7882,108.4734,14.5,"354,969,048.10","7,895,426,195.63","344,294,189.76"
浙江银轮机械股份有限公司,2017,1.4603,3.5111,"50,946,701.55","4,323,263,145.10",0.8105,1.3206,1.0461,0.2752,"277,730,471.27","2,764,220,303.70",44.7673,"403,559,709.44","225,385,956.41","3,688,500,828.09","45,893,192.25",6.2739,5.5835,"2,989,606,260.11",9.3346,7.8355,"3,192,354,742.07","29,664,711.45",9.236,4.8172,5.1072,1.5576,0.7537,8.8284,38.6286,39.2971,10.04,"376,089,533.27","6,678,107,088.20","343,255,373.40"
深圳市特尔佳科技股份有限公司,2017,0.3847,3.1336,"-1,388,642.31","118,294,591.28",0.1815,5.1541,4.6664,1.9049,"-5,852,377.75","66,445,242.95",15.3652,"11,170,540.61",0,"365,994,852.74","-1,360,859.69",0,,"66,445,242.95",9.443,2.2484,"74,686,410.14","2,265,745.36",2.7672,2.1382,0.5062,0.9184,0.2711,8.6885,-21.4931,-1.7564,14.56,"11,928,915.03","432,440,095.69","10,127,731.69"
奥特佳新能源科技股份有限公司,2017,1.1967,3.8156,"53,934,233.82","5,183,966,170.52",0.6684,1.4829,1.1216,0.6059,"519,960,101.97","2,962,601,042.62",40.0609,"392,644,437.21","506,895,820.26","5,191,070,057.37","29,596,163.61",8.9015,11.6364,"3,469,496,862.88",7.5742,4.9681,"4,070,226,655.96","33,029,102.81",7.0745,4.17,3.6532,1.244,0.6099,7.6344,-0.8687,3.8748,16.25,"438,974,475.97","8,660,566,920.25","366,491,624.74"
云南西仪工业股份有限公司,2017,1.3881,5.266,"4,750,529.02","904,138,828.42",0.5061,1.9029,1.1973,0.6663,"136,151,046.86","415,158,081.13",33.603,"22,326,162.40","77,784,475.59","974,016,986.43","5,230,691.78",7.4078,21.7114,"492,942,556.72",2.4693,2.4432,"738,250,273.99","7,359,703.86",2.0241,2.9976,2.9508,1.8972,0.8016,2.1365,71.9024,85.9573,40.89,"52,652,410.51","1,466,959,543.15","18,793,250.74"
天润曲轴股份有限公司,2017,1.3171,3.6852,"39,328,930.88","3,021,430,813.37",0.5728,1.2913,0.92,0.4302,"-91,070,060.52","2,142,127,126.92",36.4172,"395,691,423.68","135,215,200.00","3,976,133,502.02","34,721,818.31",3.3513,-2.4981,"2,277,342,326.92",13.0962,7.5663,"2,212,613,312.84","29,191,923.71",8.5943,3.2926,6.2072,0.8901,0.5311,13.1078,65.8752,22.0507,38.83,"209,033,448.94","6,253,475,828.94","341,428,155.22"
浙江亚太机电股份有限公司,2017,1.2466,5.2531,"22,736,460.98","3,963,560,685.22",1.1518,1.5428,1.2187,0.5379,"198,572,581.75","2,404,888,995.26",53.5273,"107,273,922.87","941,651,399.02","2,905,485,136.11","20,901,207.89",24.8204,6.7106,"3,346,540,394.28",2.7065,2.295,"3,371,631,804.63","28,113,457.74",2.9243,4.6484,4.2025,1.6477,0.7097,2.3092,15.9289,27.1258,38.82,"165,093,854.45","6,252,025,530.39","88,100,085.17"
上海新朋实业股份有限公司,2017,1.9708,12.4907,"9,715,662.67","3,948,396,180.13",0.405,1.7386,1.3343,0.5597,"397,769,286.71","1,106,859,399.87",28.8266,"224,786,058.21","45,019,223.16","2,844,006,239.23","-3,324,555.76",1.8418,"3,357.47","1,151,878,623.03",5.6931,5.5134,"3,450,516,871.70","16,753,548.47",3.8369,7.0754,4.8243,1.9611,0.983,4.5877,-0.3168,-1.0338,36.38,"129,348,180.81","3,995,884,862.26","171,524,871.15"
兴民智通(集团)股份有限公司,2017,0.8191,4.5126,"62,622,379.58","1,868,128,413.29",0.9477,1.3664,0.6921,0.2883,"-50,926,122.61","1,726,651,689.29",48.6563,"113,834,903.67","357,363,014.45","2,199,116,185.67","62,247,217.03",14.6653,-0.7655,"2,084,014,703.74",6.0935,4.2662,"1,497,014,901.38","20,271,592.96",2.9896,1.4817,3.2179,1.0115,0.4526,5.6676,44.2401,7.8425,33.84,"91,567,137.77","4,283,130,889.41","98,336,455.83"
山东隆基机械股份有限公司,2017,0.9843,4.5868,"21,961,634.49","1,724,623,250.45",0.4294,2.0531,1.5891,0.9436,"278,169,682.87","985,868,176.24",30.0395,"60,451,814.76","4,137,666.67","2,305,673,208.90","-4,030,032.49",0.185,,"990,005,842.91",3.5052,1.8814,"1,427,701,527.52","13,644,285.11",2.5119,3.2669,1.9691,1.3833,0.5751,3.2425,17.1808,21.9711,42.24,"71,908,102.29","3,295,679,051.81","53,343,146.77"
许昌远东传动轴股份有限公司,2017,0.9662,4.4053,"-2,365,981.00","1,522,611,274.59",0.1611,4.5696,3.9522,2.8145,"182,012,843.65","366,685,475.64",13.8731,"218,739,377.30","11,463,388.78","2,347,624,307.78","-4,886,035.43",0.486,,"378,148,864.42",14.3661,8.1505,"1,065,145,004.62","18,127,985.71",7.9761,4.8631,1.2075,1.4531,0.5803,14.2982,48.6526,8.0867,27.66,"228,085,113.74","2,725,773,172.20","187,328,520.62"
浙江万里扬股份有限公司,2017,1.2144,3.7191,"57,908,847.32","5,030,196,550.82",0.4775,1.7532,1.3702,0.5953,"237,270,458.71","2,128,965,928.58",32.3177,"784,241,291.97","817,067,562.39","6,169,829,941.38","55,564,233.60",11.8257,3.354,"2,946,033,490.97",15.5907,8.8415,"3,876,881,305.92","44,801,086.21",10.556,4.5123,3.6009,0.9391,0.5296,14.5266,34.7764,-7.7435,28.45,"566,490,063.13","9,115,863,432.35","648,174,056.09"
中原内配集团股份有限公司,2017,1.0382,5.9055,"43,368,919.53","1,504,147,037.75",0.5664,2.6117,2.106,1.314,"239,504,223.16","615,401,061.39",36.1605,"336,942,453.25","767,396,203.06","2,441,253,405.96","17,890,207.93",24.2487,12.5973,"1,382,797,264.45",22.4009,10.8055,"879,152,847.83","27,017,358.53",11.6477,3.0654,1.6391,0.8197,0.458,22.9253,27.9816,39.3803,17.78,"85,586,778.75","3,824,050,670.41","277,854,195.50"
上海加冷松芝汽车空调股份有限公司,2017,1.0858,3.476,"6,510,902.84","4,172,462,187.77",0.8271,1.6776,1.3937,0.8535,"347,633,173.78","2,561,193,818.51",45.2687,"443,982,127.01","224,931,078.18","3,368,512,575.85","52,772.45",6.7251,81.0359,"2,786,124,896.69",10.6408,8.0976,"2,993,738,727.60","29,690,185.26",11.7351,4.0563,2.4712,2.5431,0.7609,10.2989,28.9597,27.8896,43.52,"279,232,374.39","6,154,637,472.54","381,795,006.48"
浙江金固股份有限公司,2017,0.9086,11.0812,"29,221,439.09","3,001,200,083.68",0.7321,1.676,1.4073,1.1508,"-384,524,311.08","2,673,766,550.35",42.267,"33,826,862.61","363,957,224.64","4,149,270,859.23","15,262,857.20",8.1128,-5.6044,"3,037,723,774.99",1.1234,0.8591,"2,513,525,645.93","20,130,018.08",1.3095,3.6972,4.0899,1.2545,0.527,1.7808,32.1002,69.4395,12.52,"274,067,235.03","7,186,994,634.22","54,155,284.92"
天津汽车模具股份有限公司,2017,0.7049,3.3022,"32,025,687.48","1,931,197,573.37",0.9662,1.2168,0.6997,0.3685,"134,292,646.32","2,263,208,593.78",49.1397,"112,334,549.97","76,788,587.74","2,421,935,320.46","23,327,339.27",3.113,3.7808,"2,339,997,181.52",5.8168,3.0098,"1,547,256,407.31","19,050,637.64",3.9023,1.353,2.7872,1.0924,0.4284,5.239,-2.074,11.9692,5.41,"119,755,415.10","4,761,932,501.98","95,294,449.75"
河南省西峡汽车水泵股份有限公司,2017,1.7944,4.6604,"17,766,585.25","2,665,999,706.54",0.541,1.4621,1.0096,0.3097,"112,647,206.94","1,046,713,278.53",35.1052,"270,505,286.16","68,231,124.37","2,061,068,361.81","13,714,880.63",3.2233,7.0276,"1,114,944,402.90",10.1465,9.4046,"1,904,543,454.08","23,046,193.10",11.791,4.3904,4.9627,1.7352,0.8822,10.2726,27.8763,10.7288,35.17,"168,624,693.32","3,176,012,764.71","243,065,910.64"
浙江万安科技股份有限公司,2017,1.0766,4.5659,"16,270,453.80","2,274,927,575.85",0.8466,1.4236,1.1308,0.7801,"159,256,469.91","1,549,060,017.08",45.8477,"170,796,604.58","53,542,233.69","1,892,889,700.63","11,272,571.25",2.8367,7.0922,"1,602,602,250.77",7.5078,5.4417,"1,660,598,233.80","16,930,139.16",6.9695,4.0357,3.2748,1.8454,0.6799,6.5507,1.9317,9.3666,45.86,"180,547,455.19","3,495,491,951.40","132,660,703.85"
南宁八菱科技股份有限公司,2017,0.7841,10.931,"-7,480,194.69","774,613,674.00",0.2052,2.4787,2.2069,0.5163,"54,284,718.05","407,916,259.10",17.0245,"150,536,519.70","30,421,398.81","2,136,401,463.85","-7,875,581.54",1.4042,4.7595,"438,337,657.91",19.4338,5.6528,"624,272,155.51","8,030,204.61",6.3219,5.1557,1.2916,0.5044,0.3069,19.1299,-11.815,4.1283,33.45,"56,107,100.09","2,574,739,121.76","135,042,885.00"
厦门日上集团股份有限公司,2017,0.7583,4.406,"61,685,049.66","1,991,149,040.52",1.0457,1.5572,0.7575,0.3466,"-38,104,352.79","1,743,805,208.86",51.1173,"76,208,274.76","192,126,235.19","1,851,299,373.70","37,334,974.15",9.5041,-0.8681,"1,935,931,444.05",3.8274,3.1186,"1,708,267,333.11","15,280,150.89",3.7088,1.3401,2.1103,1.9618,0.5469,3.4724,40.7221,8.3799,41.04,"137,721,800.29","3,787,230,817.75","66,507,492.14"
比亚迪股份有限公司,2017,1.1708,2.262,"2,314,401,000.00","105,914,702,000.00",1.9704,0.978,0.7887,0.1607,"6,367,887,000.00","104,996,936,000.00",66.3348,"5,620,641,000.00","13,145,007,000.00","59,957,487,000.00","2,246,987,000.00",19.2886,2.6261,"118,141,943,000.00",5.3068,4.869,"85,775,482,000.00","1,329,477,000.00",7.393,4.6052,,1.4892,0.6555,4.9267,2.3627,22.7673,25.26,"10,098,178,000.00","178,099,430,000.00","4,916,936,000.00"
浙江世纪华通集团股份有限公司,2017,1.6408,5.0362,"15,666,479.75","3,490,821,643.58",0.2583,1.786,1.4211,0.6279,"198,883,096.36","1,298,620,784.70",20.528,"961,085,805.88","18,000,000.00","5,097,149,218.70","15,004,878.06",0.3552,9.0354,"1,316,620,784.70",27.5318,16.3805,"2,458,183,794.16","26,491,723.47",15.5012,5.5406,3.5953,0.9111,0.5858,25.9983,1.0104,16.5309,18.71,"166,195,436.42","6,413,770,003.40","784,657,966.06"
光启技术股份有限公司,2017,0.0988,1.8107,"-109,382,007.59","379,680,553.46",0.1023,14.1657,14.0338,12.2815,"9,612,755.47","525,865,142.68",9.284,"111,029,334.61","244,214,163.71","7,524,642,489.72","-109,447,921.65",3.1431,12.7753,"770,079,306.39",29.2428,0.035,"254,561,333.89","9,161,763.98",1.0744,4.9268,0.1079,0.5645,0.0841,27.5526,-9.9534,"1,021.21",42.6,"104,692,545.88","8,294,721,796.11","79,795,779.25"
北京威卡威汽车零部件股份有限公司,2017,1.5263,5.369,"225,426,509.08","5,688,240,059.23",1.0904,1.0572,0.6328,0.1692,"532,506,396.52","3,635,286,495.21",52.1617,"400,780,806.44","2,021,259,130.81","5,187,700,835.97","224,274,584.90",28.3158,2.3374,"5,656,545,626.02",7.0458,6.3124,"4,084,131,725.82","48,699,647.26",6.1896,2.9934,4.0428,0.9212,0.5745,6.359,18.2014,21.0343,30,"565,369,268.94","10,844,246,461.99","324,064,770.64"
长鹰信质科技股份有限公司,2017,1.1418,5.0505,"6,737,917.29","2,418,681,635.21",0.7038,1.6498,1.3292,0.7289,"266,794,274.94","1,379,438,839.41",41.3087,"322,741,753.53","63,384,706.31","2,049,959,451.84","-667,454.74",3.1826,37.2036,"1,442,823,545.72",13.3437,10.5619,"1,860,746,065.42","14,703,592.79",13.2674,4.7229,2.4298,2.5978,0.7932,13.3935,35.9137,34.028,26,"212,507,887.40","3,492,782,997.56","279,203,498.23"
浙江世宝股份有限公司,2017,0.9147,2.5323,"-519,681.98","1,154,256,267.96",0.4133,2.2443,1.7399,0.5387,"-38,102,398.05","554,394,161.86",29.2436,"32,318,164.60","61,014,773.97","1,489,015,525.07","-746,540.37",3.9734,-37.3341,"615,408,935.83",2.7999,1.5109,"949,375,060.68","10,062,932.55",2.2146,3.6192,1.5999,1.3946,0.5524,2.36,1.5714,1.4307,43.56,"97,344,007.19","2,104,424,460.90","26,733,803.27"
常州光洋轴承股份有限公司,2017,1.2487,3.6138,"27,327,835.04","1,460,619,152.90",0.5553,1.5154,1.1282,0.3995,"151,322,361.48","744,575,763.80",35.7031,"24,237,286.54","93,231,854.91","1,508,785,774.56","24,431,741.82",5.8197,5.6686,"837,807,618.71",1.6594,2.0546,"1,115,846,799.92","14,695,203.03",0.7991,4.0672,3.4481,1.2181,0.6166,0.863,31.3126,-1.8531,29.6109,"150,372,836.35","2,346,593,393.27","12,057,034.04"
怀集登云汽配股份有限公司,2017,0.9017,2.849,"10,493,716.53","341,749,912.22",0.4662,1.7993,1.0889,0.397,"32,334,839.42","213,989,138.67",31.7987,"9,386,284.99","8,217,705.92","476,586,083.75","7,374,795.72",1.6951,4.2595,"222,206,844.59",2.7465,2.3994,"255,686,952.38","3,902,377.89",1.8793,1.7572,2.1059,1.0696,0.4892,2.689,18.6813,-0.2616,12.91,"46,774,646.09","698,792,928.34","8,956,601.79"
浙江跃岭股份有限公司,2017,1.608,5.6777,"13,982,480.78","782,546,022.29",0.2305,2.4773,1.6723,0.8154,"49,439,139.58","200,461,588.02",18.7302,"17,111,763.15","9,045,033.61","909,043,354.62","643,168.01",0.9852,26.0905,"209,506,621.63",2.1867,1.6465,"656,343,724.21","8,173,966.43",1.7523,4.7131,2.4049,1.3226,0.7257,2.103,21.6797,7.746,12.56,"100,284,739.40","1,118,549,976.25","15,929,419.28"
重庆蓝黛动力传动机械股份有限公司,2017,0.9166,2.927,"12,797,672.44","1,215,091,244.37",0.9779,2.0553,1.6618,0.9548,"103,127,530.36","653,312,483.54",49.4406,"148,040,361.15","554,567,118.86","1,235,211,658.64","12,104,714.77",31.0125,7.3319,"1,207,879,602.40",12.1835,6.8921,"908,500,610.18","10,104,370.55",10.1789,3.7466,1.8434,1.2176,0.5229,11.679,4.6913,10.8427,51.37,"231,687,493.16","2,443,091,261.04","125,157,703.14"
浙江今飞凯达轮毂股份有限公司,2017,1.5597,6.3524,"113,494,229.22","2,580,295,132.27",3.1363,0.7368,0.4598,0.2405,"-180,431,259.89","2,669,183,459.54",75.8236,"73,588,013.02","218,898,675.54","920,864,279.83","98,415,170.81",19.423,-1.7343,"2,888,082,135.08",2.8519,5.1262,"2,152,726,282.91","19,269,787.48",6.7037,3.6591,,1.5169,0.769,2.5172,12.4707,31.2588,38.22,"187,055,359.14","3,808,946,414.91","63,403,325.46"
