公司中文名称,年份,"流动资产周转率
[报告期] 2016年报
[单位] 次","应收账款周转率
[报告期] 2016年报
[单位] 次","财务费用
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","产权比率
[报告期] 2016年报","流动比率
[报告期] 2016年报","速动比率
[报告期] 2016年报","现金比率
[报告期] 2016年报","经营活动现金净流量(TTM)
[报告期] 2016年报
[单位] 元","流动负债合计
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2016年报
[单位] %","利润总额(TTM)
[报告期] 2016年报
[单位] 元","非流动负债合计
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2016年报
[单位] 元","长期资本负债率
[报告期] 2016年报
[单位] %","现金流量利息保障倍数
[报告期] 2016年报","负债合计
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2016年报
[单位] %","总资产报酬率ROA
[报告期] 2016年报
[单位] %","主营业务成本
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2016年报
[单位] %","存货周转率
[报告期] 2016年报
[单位] 次","营运资本周转率
[报告期] 2016年报
[单位] 次","非流动资产周转率
[报告期] 2016年报
[单位] 次","总资产周转率
[报告期] 2016年报
[单位] 次","成本费用利润率
[报告期] 2016年报
[单位] %","营业收入(同比增长率)
[报告期] 2016年报
[单位] %","总资产(同比增长率)
[报告期] 2016年报
[单位] %","大股东持股比例
[日期] 2017-03-01
[大股东排名] 第1名
[单位] %","无形资产
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2016年报
[单位] 元"
安徽安凯汽车股份有限公司,2016,0.8064,2.6013,"58,026,559.79","4,757,326,623.69",5.1683,1.0627,1.0266,0.2722,"-1,256,344,896.82","6,856,260,547.03",83.7881,"78,769,011.90","750,371,757.37","1,471,781,191.42","58,177,968.56",36.239,-17.4409,"7,606,632,304.40",1.6557,1.7956,"5,615,340,654.38","28,615,329.17",3.8895,19.1937,16.2925,2.7538,0.6237,0.7262,18.2793,47.0049,21.13,"269,898,097.72","9,078,413,495.82","46,810,914.80"
天津一汽夏利汽车股份有限公司,2016,0.927,104.6076,"81,067,683.28","2,025,464,647.36",1.7257,0.8624,0.6888,0.5107,"-2,180,312,385.08","2,428,324,953.99",63.3119,"165,882,993.80","553,213,152.82","1,727,747,346.10","57,364,378.27",24.573,-31.1307,"2,981,538,106.81",8.1899,4.207,"2,623,226,933.62","64,510,198.39",9.5594,5.9315,,0.6488,0.3817,4.2809,-40.5022,-20.2346,47.73,"185,565,580.11","4,709,285,452.91","162,895,916.27"
中国重汽集团济南卡车股份有限公司,2016,1.2841,4.924,"181,422,435.57","21,118,994,688.40",2.7311,1.2373,0.9597,0.67,"-308,434,884.38","14,708,197,035.04",73.1982,"712,381,496.40","163,281,429.60","5,445,257,328.81","179,013,337.12",3.23,-1.5064,"14,871,478,464.64",3.3732,4.7823,"18,893,985,170.05","72,562,767.40",8.5485,6.0846,5.7338,9.6325,1.133,2.6513,9.0651,19.7755,63.78,"377,839,064.96","20,316,735,793.45","538,170,392.24"
中通客车控股股份有限公司,2016,1.5586,2.4405,"64,898,094.22","9,257,190,233.07",2.126,1.3212,1.2675,0.2729,"-16,540,456.43","4,823,209,679.41",68.0101,"695,960,468.22","673,382,514.06","2,585,433,758.47","78,096,032.44",20.6654,-0.129,"5,496,592,193.47",7.5181,10.2247,"7,312,462,682.60","26,408,748.03",22.661,24.8296,6.8401,5.676,1.2228,7.056,30.1268,14.4946,21.07,"303,086,359.58","8,082,025,951.94","585,502,357.41"
众泰汽车股份有限公司,2016,0.577,2.2415,"12,997,909.42","1,693,500,373.79",0.901,1.6509,1.1028,0.5793,"-5,345,467.13","1,896,826,177.67",47.3969,"104,727,517.96","52,673,211.92","2,163,640,972.54","10,815,901.21",2.3863,-0.1971,"1,949,499,389.59",6.1841,3.0722,"1,296,851,176.39","11,960,863.81",4.0278,1.5709,1.2642,2.0505,0.4503,5.699,4.1599,20.665,19.99,"177,127,392.75","4,113,140,362.13","87,150,634.43"
宁波华翔电子股份有限公司,2016,2.0495,5.6474,"8,658,264.34","12,505,963,090.84",1.2121,1.1071,0.8088,0.3245,"1,432,897,822.41","6,167,278,798.72",54.7936,"1,333,290,024.89","1,240,710,563.70","6,111,823,941.63","15,985,484.86",19.3348,43.5659,"7,407,989,362.42",10.6612,11.2213,"9,821,568,703.54","67,935,500.93",13.7915,6.0427,12.5516,2.1117,1.0401,9.7889,27.4827,28.4101,16.97,"419,932,952.03","13,519,813,304.05","1,097,084,564.38"
浙江万丰奥威汽轮股份有限公司,2016,2.1304,6.1698,"53,184,054.16","9,485,725,904.11",0.6138,1.6722,1.2847,0.4869,"1,343,409,111.92","2,695,235,039.43",38.0349,"1,333,983,277.92","837,649,130.41","5,755,656,285.16","65,051,453.90",13.6392,18.4016,"3,532,884,169.84",14.0631,15.4293,"7,236,549,933.68","49,827,532.59",18.0617,7.477,5.3041,2.0555,1.0461,13.2733,11.8455,5.0003,45.69,"818,061,144.32","9,288,540,455.00","1,082,387,988.03"
广东鸿图科技股份有限公司,2016,1.7922,3.4391,"12,839,999.36","2,678,233,548.48",0.7477,1.3291,1.0066,0.2516,"313,209,106.43","1,278,389,794.28",42.7817,"187,450,172.84","341,863,787.01","2,167,004,923.89","25,644,974.37",13.723,11.3205,"1,620,253,581.29",6.999,6.5079,"2,045,192,628.92","15,038,512.63",7.7275,5.5687,8.7112,1.5046,0.8179,6.7709,18.5747,37.1412,16.8,"130,585,254.11","3,787,258,505.18","167,627,664.43"
浙江银轮机械股份有限公司,2016,1.4425,3.3788,"30,920,519.15","3,118,593,318.27",0.873,1.5511,1.164,0.3883,"475,321,999.74","1,463,895,278.59",46.6098,"324,773,406.62","770,644,581.64","2,559,605,575.32","42,189,177.33",25.2672,10.3896,"2,234,539,860.23",10.4141,8.4177,"2,219,230,984.58","23,370,316.12",11.2634,4.5128,3.6385,1.4191,0.7154,9.7721,14.5714,22.1541,11.16,"394,646,059.90","4,794,145,435.55","270,190,013.64"
深圳市特尔佳科技股份有限公司,2016,0.5677,3.1743,"-1,153,529.24","150,680,471.06",0.2298,3.3589,2.8973,2.3373,"36,696,341.24","81,139,015.71",18.6846,"10,259,868.26","1,105,226.89","357,927,121.05","-1,117,980.01",0.3078,,"82,244,242.60",6.809,2.0766,"89,375,828.16","2,233,748.47",2.2303,2.5663,0.8332,0.8619,0.3423,5.9171,-19.8594,-0.0328,14.56,"67,025,251.09","440,171,363.65","7,982,762.62"
奥特佳新能源科技股份有限公司,2016,1.4069,4.4381,"26,830,824.66","5,229,394,578.64",0.7031,1.4916,1.1836,0.6406,"507,637,216.90","2,862,955,387.42",41.283,"522,642,558.69","579,015,591.84","4,895,536,691.54","42,077,634.38",10.5887,9.5566,"3,441,970,979.26",9.9943,7.5133,"3,996,539,648.78","30,197,412.07",9.1235,5.0989,4.4225,1.3764,0.6957,9.5575,110.5604,24.5325,16.07,"453,135,767.64","8,337,507,670.80","450,451,683.94"
云南西仪工业股份有限公司,2016,1.0645,4.4141,"2,612,265.87","525,960,703.50",0.5905,1.8661,1.1394,0.5834,"26,144,517.97","274,764,017.82",37.1283,"6,973,913.96","18,130,000.00","495,974,973.92","3,029,005.00",3.5783,8.2453,"292,894,017.82",1.3259,1.2829,"455,274,614.52","3,143,482.56",1.4354,2.075,2.3515,1.8417,0.6746,1.3556,14.3933,2.3846,43.41,"608,113.61","788,868,991.74","7,068,234.41"
天润曲轴股份有限公司,2016,1.084,3.1575,"19,833,984.29","1,821,508,334.26",0.4133,1.2373,0.8648,0.3802,"381,361,726.22","1,472,385,175.27",29.2427,"232,185,642.97","25,914,800.00","3,625,371,096.47","24,174,146.28",0.7237,14.8795,"1,498,299,975.27",12.7469,5.1739,"1,301,866,255.35","22,649,351.29",5.4654,2.4855,6.559,0.5563,0.3676,12.5625,7.7921,7.0537,38.97,"214,227,635.83","5,123,671,071.74","200,460,479.06"
浙江亚太机电股份有限公司,2016,1.3438,4.8331,"6,798,394.16","3,418,958,268.14",0.8159,1.281,0.9563,0.5146,"219,205,360.01","2,067,685,933.89",44.93,"176,017,058.26","141,964,749.70","2,708,333,312.20","8,574,449.45",5.0788,9.727,"2,209,650,683.59",5.1483,4.0259,"2,836,616,567.65","18,877,555.37",5.4345,4.9822,4.6679,1.6753,0.7457,4.6835,11.7497,15.6595,38.82,"192,504,212.52","4,917,983,995.79","151,575,906.83"
上海新朋实业股份有限公司,2016,1.8203,10.9714,"-11,974,493.20","3,960,943,286.33",0.4842,1.6487,1.2308,0.5066,"582,752,117.31","1,263,167,822.08",32.6222,"225,621,491.70","53,995,223.08","2,720,463,222.69","-1,843,150.32",2.2668,569.7551,"1,317,163,045.16",5.6962,5.6468,"3,432,896,969.59","15,944,812.60",4.0982,6.946,3.9758,2.2165,0.9995,4.9812,0.1244,3.841,36.38,"118,817,945.51","4,037,626,267.85","185,319,292.00"
兴民智通(集团)股份有限公司,2016,0.6603,4.0252,"42,846,024.17","1,295,151,713.44",0.879,1.3157,0.804,0.4544,"172,412,306.83","1,673,432,413.30",46.7796,"98,357,890.99","184,491,432.80","2,113,730,328.38","39,919,077.79",8.3529,3.9719,"1,857,923,846.10",7.5943,3.8336,"1,024,145,523.14","18,887,265.83",2.5104,1.2436,2.3661,0.787,0.3591,6.9535,17.0964,22.4955,33.84,"92,284,922.36","3,971,654,174.48","82,655,234.18"
山东隆基机械股份有限公司,2016,1.1406,4.6963,"-4,341,244.99","1,471,762,825.86",0.3971,1.9308,1.3873,0.7027,"181,461,386.46","766,549,028.27",28.4221,"70,740,599.41","1,421,000.00","1,934,045,662.63","6,771,125.86",0.0765,16.1071,"767,970,028.27",4.8065,3.171,"1,213,604,568.04","18,322,005.42",3.241,2.6797,2.7899,1.2754,0.6021,4.2727,6.1496,23.5637,45.55,"53,742,138.32","2,702,015,690.90","58,852,620.73"
许昌远东传动轴股份有限公司,2016,0.6974,3.0177,"-7,246,969.64","1,024,274,788.58",0.1235,5.606,4.8023,2.5626,"166,153,351.43","263,337,697.74",10.995,"137,674,523.27","13,938,702.14","2,244,562,611.75","-3,715,412.60",0.6173,660.4754,"277,276,399.88",13.4412,5.3549,"704,312,489.23","10,220,423.52",5.2111,3.0594,0.8562,0.9916,0.4094,13.0442,10.5547,1.63,27.53,"233,823,856.60","2,521,839,011.63","117,045,244.50"
浙江万里扬股份有限公司,2016,0.9734,3.1057,"89,477,973.90","3,732,254,256.66",0.7496,1.3541,1.0855,0.425,"221,642,419.85","3,361,150,764.24",42.8432,"375,067,261.80","872,188,757.42","5,647,655,885.29","84,580,529.19",13.5091,1.8663,"4,233,339,521.66",10.0493,5.7588,"2,845,909,565.32","31,291,274.19",5.5919,3.8801,4.7416,0.8999,0.4676,9.0783,89.2004,62.4578,28.45,"646,112,930.48","9,880,995,406.95","307,619,994.60"
中原内配集团股份有限公司,2016,0.9676,6.5849,"-20,097,192.62","1,175,284,206.68",0.2369,2.887,2.3,1.57,"240,169,139.58","447,004,013.50",19.1519,"244,120,444.36","78,448,474.35","2,218,156,875.56","6,287,915.82",3.4723,25.1084,"525,452,487.85",20.7712,9.3803,"733,237,880.83","21,167,663.55",9.8379,2.6858,1.3639,0.8078,0.4403,22.6858,6.4116,5.7091,18.34,"81,508,690.44","2,743,609,363.41","213,885,102.16"
上海加冷松芝汽车空调股份有限公司,2016,0.9855,3.127,"-5,427,877.65","3,235,477,212.84",0.6465,1.9392,1.5106,0.8557,"217,592,208.31","1,747,659,956.93",39.265,"298,475,543.56","141,953,511.24","2,922,846,425.07","-2,062,993.17",4.8496,307.2636,"1,889,613,468.17",9.2251,6.4561,"2,424,540,605.44","17,892,739.33",8.4066,3.715,1.9897,2.4734,0.7047,8.6454,7.8141,10.1261,43.52,"224,975,242.26","4,812,459,893.24","256,579,317.39"
浙江金固股份有限公司,2016,1.0807,9.8397,"38,503,164.96","2,271,911,668.99",1.9556,0.8651,0.6066,0.3231,"-78,474,804.35","2,481,764,515.16",66.1655,"-186,107,664.52","324,731,755.16","1,435,132,482.62","49,667,138.36",18.7377,-1.0588,"2,806,496,270.32",-8.1917,-3.4282,"1,965,118,146.60","13,110,576.50",-9.8106,3.2386,,1.21,0.5708,-5.6883,49.0977,14.0749,16.59,"227,412,357.30","4,241,628,752.94","-139,930,197.89"
天津汽车模具股份有限公司,2016,0.784,3.3419,"28,749,062.02","1,972,098,909.54",1.0727,1.4891,0.8788,0.473,"97,525,714.71","1,830,075,745.55",51.7528,"169,460,273.73","370,914,525.83","2,051,903,813.46","28,298,113.31",15.5009,3.055,"2,200,990,271.38",8.5929,4.9619,"1,545,676,295.03","18,540,576.47",7.4206,1.3874,2.9158,1.3416,0.4948,8.2175,9.2754,14.3825,7.2,"111,326,542.36","4,252,894,084.84","148,572,752.31"
河南省西峡汽车水泵股份有限公司,2016,1.3844,4.4159,"7,212,734.34","2,084,826,649.22",0.5493,1.6946,1.2314,0.4545,"69,643,714.50","850,384,348.75",35.4532,"114,633,477.32","166,512,559.09","1,851,383,238.77","10,559,370.62",8.2968,4.341,"1,016,896,907.84",5.4985,4.2773,"1,569,480,564.27","17,713,997.88",5.8604,3.6245,3.6448,1.4672,0.7123,5.5754,8.8771,-3.9277,33.36,"172,615,893.57","2,868,280,146.61","108,773,948.17"
浙江万安科技股份有限公司,2016,1.3303,5.3809,"4,505,403.28","2,231,814,605.17",0.8035,1.5693,1.2825,0.874,"131,198,682.36","1,287,726,236.51",44.551,"161,740,015.66","136,177,380.16","1,772,220,168.74","9,307,976.01",7.3422,6.9885,"1,423,903,616.67",7.247,6.4771,"1,695,848,738.71","15,298,906.26",7.3763,4.9404,4.5601,2.3172,0.8451,6.5652,25.2816,41.7768,45.86,"184,703,357.25","3,196,123,785.41","132,831,692.35"
南宁八菱科技股份有限公司,2016,0.7733,13.6772,"-16,313,800.96","878,396,524.01",0.1932,2.6179,2.2616,1.9896,"132,545,894.48","368,531,812.67",16.1903,"144,220,680.46","31,799,134.53","2,072,329,858.83","-16,640,485.63",1.5115,11.2679,"400,330,947.20",16.4186,5.0854,"720,309,057.37","6,390,804.85",6.1975,6.0967,1.2496,0.6398,0.3501,16.3755,35.359,-2.8357,33.45,"57,153,444.60","2,472,660,806.03","128,527,234.04"
厦门日上集团股份有限公司,2016,0.6181,3.465,"29,259,278.81","1,414,950,843.13",0.9255,1.5648,0.8522,0.3319,"163,444,925.68","1,620,790,753.10",48.0659,"85,228,795.33","58,825,295.99","1,814,787,548.52","38,102,943.31",3.1714,3.7496,"1,679,616,049.09",6.0234,3.8141,"1,180,907,607.61","12,807,312.87",3.8331,1.101,1.452,1.4984,0.4376,5.1578,10.2667,17.5509,41.15,"128,641,379.01","3,494,403,597.61","68,483,476.87"
比亚迪股份有限公司,2016,1.56,3.2699,"1,222,190,000.00","103,469,997,000.00",1.6182,0.999,0.7771,0.1795,"-1,845,571,000.00","78,317,604,000.00",61.8053,"6,568,410,000.00","11,343,811,000.00","55,409,363,000.00","1,646,908,000.00",18.1212,-0.9593,"89,661,415,000.00",6.3481,6.306,"82,400,900,000.00","1,511,717,000.00",9.8567,4.9745,,1.6179,0.7942,5.789,29.323,25.6179,25.24,"8,946,267,000.00","145,070,778,000.00","5,480,012,000.00"
浙江世纪华通集团股份有限公司,2016,1.8142,5.6517,"16,525,744.66","3,455,902,430.25",0.2511,1.908,1.5005,0.8139,"713,769,227.52","1,014,505,735.38",20.0676,"593,914,495.90","90,000,000.00","4,399,416,613.54","15,770,631.37",2.0112,34.221,"1,104,505,735.38",17.1855,11.531,"2,287,928,997.77","28,155,411.56",11.4812,5.7108,3.7507,1.0217,0.6536,17.8938,14.2135,8.5413,26.58,"174,211,692.41","5,503,922,348.92","507,204,971.71"
光启技术股份有限公司,2016,1.8269,2.9049,"1,774,742.06","421,648,749.29",0.2276,1.8853,1.6184,0.4854,"84,060,320.67","127,321,683.78",18.5389,"77,127,026.70","9,828,785.94","602,649,019.20","1,720,580.95",1.6048,45.4418,"137,150,469.72",18.2918,10.9244,"280,768,273.03","5,522,284.02",10.9421,7.904,5.0527,0.8588,0.5842,19.0387,4.1839,5.1278,42.6,"74,096,067.53","739,799,488.92","65,942,542.85"
北京威卡威汽车零部件股份有限公司,2016,1.4254,5.6752,"126,024,487.64","4,812,328,299.56",0.8504,3.595,2.4142,1.2293,"781,197,737.00","1,004,332,317.70",45.9569,"861,474,448.82","3,113,243,745.77","4,842,074,044.20","124,766,680.96",39.4619,6.0525,"4,117,576,063.47",17.9014,12.4595,"3,361,224,435.36","42,453,897.84",13.3051,3.139,1.9581,1.0601,0.608,15.758,33.0887,30.3874,30,"483,390,669.36","8,959,650,107.67","646,630,905.42"
长鹰信质科技股份有限公司,2016,0.8839,4.6011,"371,119.70","1,779,571,807.74",0.5005,2.2632,1.8642,1.0834,"307,308,851.71","866,406,679.90",33.3559,"265,331,323.94","2,850,416.67","1,736,753,805.57","-1,545,392.98",0.1677,36.8672,"869,257,096.57",14.9098,9.8657,"1,288,045,780.36","16,438,531.73",13.6146,4.4567,1.8256,2.6946,0.6656,15.4747,17.9833,-4.9428,25.7,"76,122,611.78","2,606,010,902.14","226,405,181.01"
浙江世宝股份有限公司,2016,0.9193,3.1353,"-1,835,285.41","1,136,399,277.71",0.3888,2.4299,1.9647,0.5846,"92,021,041.83","526,609,306.42",27.9974,"80,592,676.45","54,264,745.75","1,493,867,507.30","-2,404,081.76",3.5519,149.5624,"580,874,052.17",7.0919,3.9484,"878,619,909.18","7,684,971.78",4.3086,3.5329,1.462,1.5271,0.5739,6.214,35.6539,10.019,44.01,"105,682,338.89","2,074,741,559.47","65,991,567.85"
常州光洋轴承股份有限公司,2016,1.1567,3.7661,"22,447,400.47","1,112,322,006.48",0.5771,1.6199,1.2716,0.5455,"33,983,215.28","747,607,697.22",36.5928,"78,815,323.14","127,289,172.16","1,516,002,468.72","22,728,693.42",7.746,1.3118,"874,896,869.38",7.0857,5.7918,"822,092,077.72","11,785,608.47",4.2552,4.1929,2.2068,1.4052,0.6344,6.2244,104.4978,114.3155,29.57,"157,034,673.01","2,390,899,338.10","64,364,854.44"
怀集登云汽配股份有限公司,2016,0.7565,2.5909,"4,688,264.26","287,955,876.06",0.5005,1.6995,1.0663,0.3651,"68,569,073.61","219,491,180.05",33.355,"13,028,367.41","13,426,670.91","465,381,078.93","9,221,098.22",2.8042,7.3065,"232,917,850.96",4.5244,3.1424,"213,489,051.57","3,323,855.18",2.5484,1.4461,2.0895,0.8795,0.4067,4.2726,19.9891,-2.7163,12.91,"49,645,057.91","698,298,929.89","11,859,966.07"
浙江跃岭股份有限公司,2016,1.3296,5.3434,"-14,811,077.32","643,119,645.66",0.1418,3.9051,2.9454,1.4807,"38,314,526.58","122,075,184.45",12.4187,"52,068,192.44","6,847,602.90","909,213,375.94","-1,531,996.77",0.7475,,"128,922,787.35",8.0962,4.9187,"511,879,946.92","6,699,242.48",4.983,4.5415,1.7886,1.1828,0.626,7.8981,-0.1465,2.1065,12.96,"102,989,621.02","1,038,136,163.29","45,306,286.92"
重庆蓝黛动力传动机械股份有限公司,2016,1.02,3.5206,"10,566,901.35","1,160,642,411.97",1.0559,1.9252,1.59,0.8994,"-74,601,260.70","679,716,147.11",51.359,"146,685,034.52","452,290,063.82","1,072,100,219.59","10,394,123.64",29.7088,-6.2493,"1,132,006,210.93",12.6383,8.3031,"877,717,916.97","8,600,927.82",12.0204,3.7893,1.9913,1.5394,0.6135,12.6163,48.1602,39.5433,51.61,"237,170,215.21","2,204,106,430.52","126,257,433.21"
浙江今飞凯达轮毂股份有限公司,2016,1.7357,6.8721,"84,952,889.41","2,294,193,121.60",3.8476,0.6778,0.4569,0.2234,"163,992,427.11","1,980,301,361.88",79.3712,"86,946,613.73","322,939,469.11","598,619,373.53","85,054,884.83",35.436,1.8179,"2,303,240,830.99",3.7899,6.0742,"1,896,410,518.94","16,961,054.08",12.4258,4.6928,,1.5194,0.8102,3.442,7.6198,5.0842,51,"127,900,104.98","2,901,860,204.52","75,982,183.47"
