公司中文名称,年份,"流动资产周转率
[报告期] 2015年报
[单位] 次","应收账款周转率
[报告期] 2015年报
[单位] 次","财务费用
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","产权比率
[报告期] 2015年报","流动比率
[报告期] 2015年报","速动比率
[报告期] 2015年报","现金比率
[报告期] 2015年报","经营活动现金净流量(TTM)
[报告期] 2015年报
[单位] 元","流动负债合计
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2015年报
[单位] %","利润总额(TTM)
[报告期] 2015年报
[单位] 元","非流动负债合计
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2015年报
[单位] 元","长期资本负债率
[报告期] 2015年报
[单位] %","现金流量利息保障倍数
[报告期] 2015年报","负债合计
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2015年报
[单位] %","总资产报酬率ROA
[报告期] 2015年报
[单位] %","主营业务成本
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2015年报
[单位] %","存货周转率
[报告期] 2015年报
[单位] 次","营运资本周转率
[报告期] 2015年报
[单位] 次","非流动资产周转率
[报告期] 2015年报
[单位] 次","总资产周转率
[报告期] 2015年报
[单位] 次","成本费用利润率
[报告期] 2015年报
[单位] %","营业收入(同比增长率)
[报告期] 2015年报
[单位] %","总资产(同比增长率)
[报告期] 2015年报
[单位] %","大股东持股比例
[日期] 2015-12-31
[大股东排名] 第1名
[单位] %","无形资产
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2015年报
[单位] 元"
东风汽车股份有限公司,2015,1.2844,10.7342,"16,441,420.26","16,875,186,765.77",1.4802,1.2295,1.0922,0.8203,"368,217,879.56","10,809,255,025.01",59.6814,"276,007,898.19","1,257,101,484.00","8,151,582,224.35","7,962,182.32",16.4385,6.4878,"12,066,356,509.01",1.6356,1.4321,"14,256,939,094.26","288,762,165.29",5.3892,8.8945,7.4945,2.5225,0.8511,1.7262,-3.4117,4.0057,60.1,"664,376,895.23","20,217,938,733.36","286,432,035.35"
科华控股股份有限公司,2015,1.4836,3.0239,"13,427,144.27","616,582,906.69",1.0428,1.3144,1.0134,0.3733,"16,543,840.52","367,368,980.15",51.0483,"95,434,987.42","116,539,519.90","464,033,035.04","10,019,589.09",20.0732,1.5646,"483,908,500.05",15.478,12.6525,"422,051,189.34","4,293,730.23",17.4605,3.8262,37.8849,1.4755,0.7398,15.7349,22.0172,30.8734,47.36,"62,954,793.82","947,941,535.09","81,022,491.52"
宁波高发汽车控制系统股份有限公司,2015,1.045,5.8891,"-119,586.45","668,421,407.25",0.3871,3.3266,2.9579,1.3761,"22,535,859.76","257,844,267.68",27.9087,"131,112,570.67","25,093,483.13","730,861,047.90","-437,985.98",3.3194,37.3143,"282,937,750.81",19.6153,16.6475,"464,438,564.58","4,900,994.11",15.3785,5.4762,1.6626,4.5996,0.8515,20.7834,15.3703,82.3048,42.46,"22,486,504.64","1,013,798,798.71","112,395,588.66"
宁波继峰汽车零部件股份有限公司,2015,1.3174,3.7894,"-1,344,334.76","1,048,068,265.24",0.1654,4.6156,3.6883,1.6169,"153,950,553.95","220,190,606.00",14.1932,"209,055,120.07","872,410.05","1,336,463,353.40","197,135.60",0.0654,138.8245,"221,063,016.05",19.9467,15.9335,"668,959,814.78","10,192,575.17",13.2248,3.48,1.9215,2.0245,0.7981,20.8582,2.9621,45.6932,49.54,"77,277,887.13","1,557,526,369.45","177,213,662.47"
广州汽车集团股份有限公司,2015,1.0701,32.8372,"281,127,993.00","29,418,222,736.00",0.7031,1.5004,1.3972,0.9673,"5,081,828,813.00","18,666,734,908.00",41.2835,"4,406,927,230.00","9,061,632,703.00","39,437,434,732.00","253,958,048.00",19.0154,6.4046,"27,728,367,611.00",14.9803,7.1992,"24,816,152,952.00","923,886,426.00",10.9667,10.8189,3.6613,0.7897,0.4544,13.8167,31.4286,7.6215,60.8,"4,240,999,143.00","67,165,802,343.00","4,006,860,608.00"
长城汽车股份有限公司,2015,2.0087,108.0408,"139,370,863.43","75,954,585,964.64",0.8733,1.2707,1.1411,1.0005,"10,033,690,411.71","31,786,437,525.14",46.6186,"9,688,576,760.50","1,737,272,844.16","38,386,916,401.54","-14,394,500.59",4.3358,197.6417,"33,523,710,369.30",12.7426,14.5197,"56,863,911,403.05","2,886,285,766.99",21.0257,14.9835,8.5562,2.6422,1.1412,12.6189,21.3511,17.2228,56.04,"3,135,781,642.66","71,910,626,770.84","8,060,364,756.76"
哈尔滨东安汽车动力股份有限公司,2015,1.0571,3.1123,"10,362,090.82","1,261,395,057.73",0.9565,1.0336,0.8883,0.4857,"79,272,362.90","1,415,255,904.69",48.8878,"23,435,894.87","257,454,652.63","1,748,821,612.72","9,734,012.93",12.8325,7.3585,"1,672,710,557.32",1.8579,1.0554,"1,163,175,823.57","4,149,662.29",1.3401,7.4004,16.4965,0.647,0.4013,1.6581,69.7239,19.4545,54.51,"7,351,672.02","3,421,532,170.04","23,435,894.87"
浙江万丰奥威汽轮股份有限公司,2015,2.4507,6.9789,"72,385,705.56","8,481,099,518.74",0.8781,1.6703,1.3319,0.6104,"1,220,215,689.85","2,633,208,334.58",46.7554,"1,134,628,655.33","1,502,864,859.01","4,710,127,998.72","70,966,834.85",26.8185,14.9931,"4,136,073,193.59",13.3783,17.3363,"6,445,622,740.31","30,819,135.54",19.4484,9.8401,7.2588,2.4277,1.2196,12.3778,3.6504,21.7494,45.69,"799,079,456.92","8,846,201,192.31","912,341,480.52"
浙江万安科技股份有限公司,2015,1.3739,5.8505,"14,567,793.45","1,690,402,790.41",1.4665,1.2257,0.9344,0.6092,"180,895,581.82","1,088,733,559.35",59.4567,"112,455,031.50","151,212,580.52","845,514,525.39","19,784,140.21",15.6884,7.6426,"1,239,946,139.87",6.6526,6.7452,"1,308,711,622.93","6,386,225.24",11.2725,4.2788,10.04,2.3153,0.8622,6.1999,27.839,13.616,53.32,"143,521,857.43","2,085,460,665.26","97,068,421.65"
一汽轿车股份有限公司,2015,2.6474,894.6376,"129,766,455.23","26,663,841,486.56",1.0627,1.0005,0.627,0.6002,"839,565,223.44","8,850,331,878.26",51.5193,"85,689,935.46","442,958,937.59","8,745,167,357.83","127,813,721.94",4.8385,6.0579,"9,293,290,815.85",0.3214,1.0962,"21,172,756,529.27","1,409,245,252.19",0.6078,5.6404,,2.8351,1.369,0.2387,-21.2463,-13.753,53.03,"1,037,219,737.00","18,038,458,173.68","60,571,565.66"
上海北特科技股份有限公司,2015,1.3274,4.251,"19,870,338.06","706,624,840.99",1.0804,1.0756,0.8094,0.2807,"67,897,893.97","527,427,112.90",51.9312,"58,772,230.78","44,484,965.52","529,375,568.35","19,591,111.75",7.9127,3.2723,"571,912,078.42",8.3173,7.7291,"545,895,236.10","2,822,023.40",8.9691,4.0896,12.1989,1.4674,0.697,7.4629,11.3766,18.8704,51.21,"92,143,546.21","1,101,287,646.77","48,054,024.00"
上海联明机械股份有限公司,2015,1.8163,5.6691,"1,886,239.24","683,635,157.84",0.2951,2.0895,1.4182,0.2664,"78,284,358.60","201,902,742.07",22.786,"127,050,799.15","10,866,073.97","721,000,895.99","1,838,120.15",1.4847,34.7416,"212,768,816.04",18.5846,15.4394,"503,070,982.53","2,088,460.99",13.5552,3.9336,3.4474,1.4913,0.8189,17.4028,6.2252,-6.1667,60.63,"71,154,252.23","933,769,712.03","97,732,822.84"
绵阳富临精工机械股份有限公司,2015,1.1788,5.1792,"-5,832,333.33","859,407,846.93",0.4674,2.4275,2.0642,1.2083,"74,695,958.49","393,965,391.27",31.8504,"202,350,236.68","30,928,723.02","909,134,575.79","-1,782,016.40",3.2901,34.2229,"424,894,114.29",23.5453,19.0707,"560,758,918.04","5,899,934.41",19.1067,4.7722,2.395,2.6634,0.8172,26.5175,22.8477,73.3885,39.35,"23,536,554.07","1,334,028,690.08","173,706,520.90"
浙江世宝股份有限公司,2015,0.6398,2.5598,"3,945,269.12","837,719,325.84",0.2895,3.0495,2.4041,1.5231,"75,760,490.13","391,081,591.46",22.4488,"59,871,856.96","32,259,347.27","1,462,461,724.95","2,511,521.06",2.1873,12.3839,"423,340,938.73",7.147,3.1294,"620,617,460.76","4,781,339.02",3.7115,2.7307,1.0428,1.2246,0.4202,6.6041,3.2638,-10.2455,52.36,"115,053,639.13","1,885,802,663.68","51,936,432.72"
江苏云意电气股份有限公司,2015,0.5085,3.3731,"-12,806,663.67","431,514,734.29",0.169,5.5991,4.8588,3.8074,"103,062,915.44","148,777,331.06",14.4543,"78,904,455.23","32,255,083.20","1,071,415,749.18","-9,946,865.80",3.1809,,"181,032,414.26",18.2855,5.6099,"297,561,414.90","3,647,555.68",7.1989,2.5314,0.6133,1.1335,0.351,19.9687,0.1894,3.852,52.13,"11,287,306.96","1,252,448,163.44","69,782,997.50"
万向钱潮股份有限公司,2015,1.2568,5.3792,"141,370,500.43","10,241,434,098.10",1.7827,1.4432,1.1712,0.7988,"1,217,443,577.82","5,860,748,669.50",64.0637,"924,638,159.36","2,305,341,711.02","4,580,738,388.15","151,711,649.28",35.5137,6.0993,"8,166,090,380.52",9.0284,8.7331,"8,065,030,983.47","44,120,268.37",18.6226,4.9168,4.4183,2.4524,0.8309,8.9519,4.1974,7.0878,51.53,"182,976,408.40","12,746,828,768.67","838,530,907.43"
扬州亚星客车股份有限公司,2015,0.9703,1.4002,"42,594,201.38","2,015,439,742.15",18.5208,1.1164,1.042,0.2185,"-186,823,291.13","2,101,256,348.57",94.8773,"18,596,182.63","448,730,000.00","137,682,058.72","35,337,276.84",87.1937,-4.5847,"2,549,986,348.57",0.9227,2.2226,"1,707,201,552.95","3,977,720.04",30.6442,10.3149,10.249,5.767,0.8305,0.8176,36.8119,24.1065,51,"51,754,928.54","2,687,668,407.29","15,792,237.58"
江苏太平洋精锻科技股份有限公司,2015,1.3462,4.5647,"12,920,283.68","698,444,819.49",0.3973,1.4389,1.0651,0.5421,"204,207,054.46","412,636,354.52",28.4347,"172,778,414.72","100,456,657.59","1,291,369,295.00","14,290,210.13",7.2176,11.4552,"513,093,012.11",24.7376,11.0289,"425,479,479.42","4,355,840.65",10.8353,2.8694,5.028,0.5932,0.4118,26.4607,11.2972,13.6401,48.36,"53,235,092.66","1,804,462,307.11","139,923,382.48"
上海加冷松芝汽车空调股份有限公司,2015,1.0002,3.3823,"-1,369,468.84","3,000,977,247.20",0.632,2.0283,1.6732,0.9606,"358,906,572.29","1,566,366,971.38",38.7265,"405,171,858.04","125,965,066.15","2,677,622,570.05","1,198,070.89",4.7751,65.0324,"1,692,332,037.53",13.5013,10.0136,"2,116,278,501.58","12,838,454.26",12.3486,4.1932,1.8505,2.837,0.7395,13.2264,18.7449,16.6429,43.44,"169,866,225.81","4,369,954,607.58","344,901,663.33"
宁波双林汽车部件股份有限公司,2015,1.4048,4.3143,"38,581,980.59","2,472,233,670.51",0.9028,1.0702,0.7659,0.3877,"361,342,469.52","1,716,567,947.31",47.4464,"289,173,526.58","212,649,328.75","2,136,878,100.30","47,846,012.75",9.1295,7.1591,"1,929,217,276.06",11.6969,8.7444,"1,807,765,847.48","7,457,732.70",11.497,3.6259,14.9708,1.1805,0.6415,11.326,65.1194,11.641,49.54,"300,626,346.95","4,066,095,376.36","246,045,175.28"
浙江中马传动股份有限公司,2015,1.7263,4.0006,"12,751,601.94","907,520,437.41",0.5102,1.2642,0.9239,0.371,"180,345,674.48","391,584,372.28",33.783,"114,742,828.90","5,066,180.00","777,463,398.76","13,127,835.60",0.6474,12.4951,"396,650,552.28",12.6436,11.7487,"661,723,514.11","5,985,341.15",12.8129,3.9671,7.4227,1.6129,0.8338,12.6266,-13.5589,17.1013,49.07,"114,519,814.92","1,174,113,951.04","99,615,677.96"
云南西仪工业股份有限公司,2015,0.9475,4.3663,"3,921,338.27","459,782,819.87",0.576,1.7868,0.888,0.4897,"18,142,703.63","266,089,353.58",36.5465,"-34,129,993.07","15,500,000.00","488,906,739.51","4,179,379.97",3.1186,4.1764,"281,589,353.58",-7.4231,-3.8653,"429,273,470.09","1,586,125.88",-6.4763,1.8295,2.0158,1.5877,0.5934,-6.6979,-1.723,-1.1191,48.2,"1,088,965.45","770,496,093.09","-32,846,025.98"
天津一汽夏利汽车股份有限公司,2015,1.8577,94.6859,"152,200,309.90","3,404,268,852.62",2.7683,0.5345,0.4258,0.3812,"-1,802,976,520.53","4,257,158,298.95",73.4626,"30,938,438.24","80,012,987.67","1,566,749,122.89","149,678,494.46",4.9523,-11.4856,"4,337,171,286.62",0.9088,2.8427,"3,850,378,547.41","91,861,094.44",1.1755,6.9622,,0.7529,0.5358,0.3639,5.3417,-13.2246,47.73,"193,187,871.89","5,903,920,409.51","18,989,695.29"
贵州贵航汽车零部件股份有限公司,2015,1.2623,3.3081,"24,748,781.13","3,200,754,943.97",0.7177,1.6448,1.2948,0.5737,"198,141,737.89","1,547,225,772.98",41.7818,"194,008,466.73","26,528,358.96","2,192,848,163.60","24,706,042.43",1.3291,6.2921,"1,573,754,131.94",6.0613,5.8149,"2,519,755,781.28","18,387,056.23",8.407,4.4656,3.4455,2.6114,0.851,5.823,4.3432,0.2832,37.01,"143,934,054.68","3,766,602,295.54","176,521,250.72"
厦门日上集团股份有限公司,2015,0.6507,3.5413,"46,042,297.70","1,283,207,425.45",0.6992,2.0247,1.0431,0.2684,"59,709,525.79","1,008,663,388.58",41.1487,"44,414,742.48","214,551,813.89","1,749,458,193.02","49,334,459.62",10.9242,1.0747,"1,223,215,202.47",3.4612,3.2329,"1,066,714,138.98","4,494,037.70",2.0027,1.0399,1.754,1.3833,0.4425,2.8569,-4.3759,5.1524,42.01,"124,624,055.77","2,972,673,395.49","35,036,379.47"
山东隆基机械股份有限公司,2015,1.1859,5.0016,"3,398,550.18","1,386,499,117.69",0.5318,1.45,0.8056,0.4481,"293,918,676.06","759,141,254.69",34.7157,"63,040,321.08",,"1,427,597,600.32","20,942,225.36",,11.7284,"759,141,254.69",4.5467,3.7367,"1,157,019,965.61","7,963,389.74",4.1184,2.1753,3.9034,1.2858,0.6169,4.0322,11.992,-5.2662,45.25,"53,986,919.20","2,186,738,855.01","53,022,579.31"
常州星宇车灯股份有限公司,2015,1.0404,7.9129,"-1,789,999.22","2,467,518,342.94",0.618,1.9797,1.4206,0.5079,"199,627,005.91","1,236,219,852.01",38.1957,"338,659,567.68","65,031,480.10","2,105,551,237.06","-2,235,950.10",3.0107,65.3692,"1,301,251,332.11",13.7247,10.2452,"1,888,726,111.83","10,108,145.31",14.0092,3.1765,2.0508,2.7056,0.7514,13.4972,22.3953,7.7885,42.98,"131,287,402.66","3,406,802,569.17","293,750,491.65"
河南省西峡汽车水泵股份有限公司,2015,1.3891,5.1338,"25,924,533.81","1,914,844,362.09",0.6847,1.5438,1.0798,0.5551,"84,108,930.07","1,017,512,475.99",40.6436,"65,444,154.65","195,920,179.73","1,772,110,570.20","29,556,129.60",10.0384,2.2538,"1,213,432,655.72",3.4177,3.4509,"1,478,009,659.79","5,747,790.93",3.2546,3.1315,7.364,1.3931,0.6956,3.1739,18.5893,18.4593,38.62,"172,503,213.16","2,985,543,225.92","58,080,463.56"
奥特佳新能源科技股份有限公司,2015,1.3307,4.5542,"10,148,109.73","2,483,559,999.13",0.743,1.4341,1.1231,0.6169,"146,103,233.64","2,205,990,415.58",42.6269,"255,867,918.21","647,897,513.52","3,841,157,814.07","18,391,665.68",14.4812,5.1629,"2,853,887,929.10",10.3025,7.4004,"1,855,358,230.73","12,145,964.37",5.8357,5.0488,3.4495,1.35,0.6701,9.9314,451.8998,833.7285,16.73,"444,452,339.89","6,695,045,743.17","223,216,184.90"
江铃汽车股份有限公司,2015,1.8798,22.8618,"-247,315,319.00","24,527,892,839.00",0.757,1.535,1.3376,1.0899,"1,925,362,501.00","8,769,119,358.00",43.0844,"2,509,603,705.00","300,464,254.00","11,981,142,071.00","-239,548,044.00",2.4465,"4,616.95","9,069,583,612.00",10.2316,11.1971,"18,131,134,952.00","788,236,243.00",18.5463,10.698,5.6129,3.3945,1.2098,10.1374,-3.9526,7.9717,41.03,"683,850,588.00","21,050,725,683.00","2,222,061,095.00"
长鹰信质科技股份有限公司,2015,0.8964,4.0914,"-1,647,599.18","1,508,324,941.41",0.791,1.7062,1.5144,1.0489,"251,859,618.92","1,210,768,909.29",44.1642,"237,312,082.14",,"1,530,749,644.56","-2,466,040.07",,58.4353,"1,210,768,909.29",15.7335,10.1981,"1,114,175,742.82","12,915,668.65",13.6077,4.2834,1.8503,2.4322,0.655,16.2866,-2.9158,47.065,40.7,"77,808,603.22","2,741,518,553.85","204,081,605.81"
四川西部资源控股股份有限公司,2015,0.532,2.3787,"87,079,692.46","1,468,033,208.46",3.2128,1.2144,1.1387,0.3772,"299,147,188.14","2,369,712,903.35",76.2628,"-258,480,074.09","3,759,818,552.89","1,907,849,207.27","84,578,183.84",78.5953,3.1647,"6,129,531,456.24",-17.6072,-2.3977,"1,086,116,548.96","18,414,836.60",-26.3303,6.7011,2.3844,0.3267,0.2024,-17.1167,217.3838,24.2598,40.46,"1,109,431,201.44","8,037,380,663.51","-268,730,735.25"
重庆长安汽车股份有限公司,2015,1.5253,81.71,"-150,805,630.19","66,771,580,527.66",1.6165,1.0268,0.8651,0.8099,"5,414,890,769.50","50,278,690,657.51",61.7805,"10,011,885,004.26","4,961,675,288.72","34,173,622,723.43","-180,685,733.77",12.6101,47.1279,"55,240,365,946.23",14.9942,12.3584,"53,406,710,707.60","2,941,577,703.72",28.9448,7.2656,,1.8665,0.8394,15.7227,26.1905,28.3073,39.11,"2,843,331,742.67","89,413,988,669.66","9,922,553,536.08"
浙江亚太机电股份有限公司,2015,1.1552,4.6933,"20,898,851.33","3,059,478,500.99",0.6186,1.5681,1.2677,0.5682,"264,560,084.28","1,555,872,674.38",38.2164,"170,077,345.17","69,136,362.54","2,627,114,018.78","20,674,744.48",2.6063,9.5407,"1,625,009,036.92",5.559,4.515,"2,551,315,984.08","8,527,629.14",5.4927,5.1983,2.901,1.9409,0.7242,5.1093,-6.6913,1.3001,38.8,"168,816,368.07","4,252,123,055.70","148,688,156.67"
天润曲轴股份有限公司,2015,1.0161,4.0172,"17,570,316.35","1,689,835,021.92",0.3987,1.1545,0.7801,0.3845,"486,419,950.45","1,333,035,070.25",28.5025,"176,207,791.87","31,118,653.70","3,421,923,842.47","18,352,081.91",0.9183,20.1473,"1,364,153,723.95",10.4275,4.0054,"1,256,564,295.17","12,580,074.37",4.4751,2.1019,9.8255,0.529,0.3479,10.1431,4.3427,-2.8953,39.1,"219,141,255.18","4,786,077,566.42","153,211,442.81"
郑州宇通客车股份有限公司,2015,1.5525,3.3681,"-142,401,040.71","31,210,873,852.54",1.3293,1.4085,1.3137,0.5774,"6,009,740,480.10","16,316,989,342.32",57.0678,"4,104,344,890.06","882,756,680.62","12,939,385,288.64","14,826,961.06",6.4232,53.2068,"17,199,746,022.94",13.1504,15.2668,"23,305,898,509.15","151,755,768.25",27.4888,17.2197,5.4135,4.5378,1.1568,13.2824,21.3095,26.5101,37.19,"1,463,507,513.81","30,139,131,311.58","3,587,689,128.20"
